"Notes","State","State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"Pennsylvania","42","2007","2007","Male","M",442,2460436,18.0
,"Pennsylvania","42","2008","2008","Female","F",98,2406592,4.1
,"Pennsylvania","42","2008","2008","Male","M",427,2455886,17.4
,"Pennsylvania","42","2009","2009","Female","F",89,2404036,3.7
,"Pennsylvania","42","2009","2009","Male","M",409,2453230,16.7
,"Pennsylvania","42","2010","2010","Female","F",119,2398769,5.0
,"Pennsylvania","42","2010","2010","Male","M",452,2447000,18.5
,"Pennsylvania","42","2011","2011","Female","F",98,2390346,4.1
,"Pennsylvania","42","2011","2011","Male","M",485,2441999,19.9
,"Pennsylvania","42","2012","2012","Female","F",106,2386334,4.4
,"Pennsylvania","42","2012","2012","Male","M",461,2441328,18.9
,"Pennsylvania","42","2013","2013","Female","F",132,2383427,5.5
,"Pennsylvania","42","2013","2013","Male","M",444,2443446,18.2
,"Pennsylvania","42","2014","2014","Female","F",115,2387398,4.8
,"Pennsylvania","42","2014","2014","Male","M",427,2450898,17.4
,"Pennsylvania","42","2015","2015","Female","F",139,2390929,5.8
,"Pennsylvania","42","2015","2015","Male","M",483,2456282,19.7
,"Pennsylvania","42","2016","2016","Female","F",136,2386846,5.7
,"Pennsylvania","42","2016","2016","Male","M",545,2464670,22.1
,"Pennsylvania","42","2017","2017","Female","F",165,2392915,6.9
,"Pennsylvania","42","2017","2017","Male","M",531,2468579,21.5
,"Pennsylvania","42","2018","2018","Female","F",138,2392586,5.8
,"Pennsylvania","42","2018","2018","Male","M",565,2471868,22.9
,"Pennsylvania","42","2019","2019","Female","F",142,2386150,6.0
,"Pennsylvania","42","2019","2019","Male","M",523,2467296,21.2
,"Rhode Island","44","1999","1999","Female","F",12,222483,Unreliable
,"Rhode Island","44","1999","1999","Male","M",37,220264,16.8
,"Rhode Island","44","2000","2000","Female","F",Suppressed,223333,Suppressed
,"Rhode Island","44","2000","2000","Male","M",27,220985,12.2
,"Rhode Island","44","2001","2001","Female","F",13,223950,Unreliable
,"Rhode Island","44","2001","2001","Male","M",30,221605,13.5
,"Rhode Island","44","2002","2002","Female","F",Suppressed,224720,Suppressed
,"Rhode Island","44","2002","2002","Male","M",30,222671,13.5
,"Rhode Island","44","2003","2003","Female","F",Suppressed,224458,Suppressed
,"Rhode Island","44","2003","2003","Male","M",22,222474,9.9
,"Rhode Island","44","2004","2004","Female","F",Suppressed,223297,Suppressed
,"Rhode Island","44","2004","2004","Male","M",30,222534,13.5
,"Rhode Island","44","2005","2005","Female","F",Suppressed,220198,Suppressed
,"Rhode Island","44","2005","2005","Male","M",21,219425,9.6
,"Rhode Island","44","2006","2006","Female","F",Suppressed,217349,Suppressed
,"Rhode Island","44","2006","2006","Male","M",27,216523,12.5
,"Rhode Island","44","2007","2007","Female","F",Suppressed,214248,Suppressed
,"Rhode Island","44","2007","2007","Male","M",30,214104,14.0
,"Rhode Island","44","2008","2008","Female","F",Suppressed,211826,Suppressed
,"Rhode Island","44","2008","2008","Male","M",25,212378,11.8
,"Rhode Island","44","2009","2009","Female","F",Suppressed,210226,Suppressed
,"Rhode Island","44","2009","2009","Male","M",38,210117,18.1
,"Rhode Island","44","2010","2010","Female","F",Suppressed,208303,Suppressed
,"Rhode Island","44","2010","2010","Male","M",36,208426,17.3
,"Rhode Island","44","2011","2011","Female","F",Suppressed,206358,Suppressed
,"Rhode Island","44","2011","2011","Male","M",29,207388,14.0
,"Rhode Island","44","2012","2012","Female","F",Suppressed,205497,Suppressed
,"Rhode Island","44","2012","2012","Male","M",28,207120,13.5
,"Rhode Island","44","2013","2013","Female","F",Suppressed,204977,Suppressed
,"Rhode Island","44","2013","2013","Male","M",28,207743,13.5
,"Rhode Island","44","2014","2014","Female","F",Suppressed,206558,Suppressed
,"Rhode Island","44","2014","2014","Male","M",31,209617,14.8
,"Rhode Island","44","2015","2015","Female","F",Suppressed,206917,Suppressed
,"Rhode Island","44","2015","2015","Male","M",35,210013,16.7
,"Rhode Island","44","2016","2016","Female","F",11,207128,Unreliable
,"Rhode Island","44","2016","2016","Male","M",29,210905,13.8
,"Rhode Island","44","2017","2017","Female","F",Suppressed,208160,Suppressed
,"Rhode Island","44","2017","2017","Male","M",36,212041,17.0
,"Rhode Island","44","2018","2018","Female","F",Suppressed,206945,Suppressed
,"Rhode Island","44","2018","2018","Male","M",24,211554,11.3
,"Rhode Island","44","2019","2019","Female","F",12,206878,Unreliable
,"Rhode Island","44","2019","2019","Male","M",26,212219,12.3
,"South Carolina","45","1999","1999","Female","F",33,866387,3.8
,"South Carolina","45","1999","1999","Male","M",153,872343,17.5
,"South Carolina","45","2000","2000","Female","F",28,867335,3.2
,"South Carolina","45","2000","2000","Male","M",143,875624,16.3
,"South Carolina","45","2001","2001","Female","F",35,869904,4.0
,"South Carolina","45","2001","2001","Male","M",154,878583,17.5
,"South Carolina","45","2002","2002","Female","F",25,871628,2.9
,"South Carolina","45","2002","2002","Male","M",145,880752,16.5
,"South Carolina","45","2003","2003","Female","F",33,874235,3.8
,"South Carolina","45","2003","2003","Male","M",147,880290,16.7
,"South Carolina","45","2004","2004","Female","F",29,876966,3.3
,"South Carolina","45","2004","2004","Male","M",153,887414,17.2
,"South Carolina","45","2005","2005","Female","F",37,879707,4.2
,"South Carolina","45","2005","2005","Male","M",179,890611,20.1
,"South Carolina","45","2006","2006","Female","F",33,888302,3.7
,"South Carolina","45","2006","2006","Male","M",148,900242,16.4
,"South Carolina","45","2007","2007","Female","F",34,898032,3.8
,"South Carolina","45","2007","2007","Male","M",158,911546,17.3
,"South Carolina","45","2008","2008","Female","F",35,909137,3.8
,"South Carolina","45","2008","2008","Male","M",167,922408,18.1
,"South Carolina","45","2009","2009","Female","F",41,915976,4.5
,"South Carolina","45","2009","2009","Male","M",170,927824,18.3
,"South Carolina","45","2010","2010","Female","F",38,918139,4.1
,"South Carolina","45","2010","2010","Male","M",192,929368,20.7
,"South Carolina","45","2011","2011","Female","F",48,918817,5.2
,"South Carolina","45","2011","2011","Male","M",178,930793,19.1
,"South Carolina","45","2012","2012","Female","F",46,922648,5.0
,"South Carolina","45","2012","2012","Male","M",173,934560,18.5
,"South Carolina","45","2013","2013","Female","F",49,927654,5.3
,"South Carolina","45","2013","2013","Male","M",191,940997,20.3
,"South Carolina","45","2014","2014","Female","F",49,936410,5.2
,"South Carolina","45","2014","2014","Male","M",217,948057,22.9
,"South Carolina","45","2015","2015","Female","F",56,946787,5.9
,"South Carolina","45","2015","2015","Male","M",215,958225,22.4
,"South Carolina","45","2016","2016","Female","F",72,957208,7.5
,"South Carolina","45","2016","2016","Male","M",224,965127,23.2
,"South Carolina","45","2017","2017","Female","F",63,968868,6.5
,"South Carolina","45","2017","2017","Male","M",260,977957,26.6
,"South Carolina","45","2018","2018","Female","F",54,979842,5.5
,"South Carolina","45","2018","2018","Male","M",262,985644,26.6
,"South Carolina","45","2019","2019","Female","F",40,989068,4.0
,"South Carolina","45","2019","2019","Male","M",297,993118,29.9
,"South Dakota","46","1999","1999","Female","F",Suppressed,158068,Suppressed
,"South Dakota","46","1999","1999","Male","M",48,164777,29.1
,"South Dakota","46","2000","2000","Female","F",Suppressed,157648,Suppressed
,"South Dakota","46","2000","2000","Male","M",46,164680,27.9
,"South Dakota","46","2001","2001","Female","F",Suppressed,155990,Suppressed
,"South Dakota","46","2001","2001","Male","M",40,163607,24.4
,"South Dakota","46","2002","2002","Female","F",14,154713,Unreliable
,"South Dakota","46","2002","2002","Male","M",36,162557,22.1
,"South Dakota","46","2003","2003","Female","F",10,153458,Unreliable
,"South Dakota","46","2003","2003","Male","M",40,161797,24.7
,"South Dakota","46","2004","2004","Female","F",12,153085,Unreliable
,"South Dakota","46","2004","2004","Male","M",53,161728,32.8
,"South Dakota","46","2005","2005","Female","F",Suppressed,152504,Suppressed
,"South Dakota","46","2005","2005","Male","M",48,161101,29.8
,"South Dakota","46","2006","2006","Female","F",11,152597,Unreliable
,"South Dakota","46","2006","2006","Male","M",46,161424,28.5
,"South Dakota","46","2007","2007","Female","F",14,153326,Unreliable
,"South Dakota","46","2007","2007","Male","M",38,161825,23.5
,"South Dakota","46","2008","2008","Female","F",10,153976,Unreliable
,"South Dakota","46","2008","2008","Male","M",58,162347,35.7
,"South Dakota","46","2009","2009","Female","F",15,154550,Unreliable
,"South Dakota","46","2009","2009","Male","M",64,164120,39.0
,"South Dakota","46","2010","2010","Female","F",21,155497,13.5
,"South Dakota","46","2010","2010","Male","M",42,164882,25.5
,"South Dakota","46","2011","2011","Female","F",11,156612,Unreliable
,"South Dakota","46","2011","2011","Male","M",47,167338,28.1
,"South Dakota","46","2012","2012","Female","F",Suppressed,158016,Suppressed
,"South Dakota","46","2012","2012","Male","M",54,169151,31.9
,"South Dakota","46","2013","2013","Female","F",12,160340,Unreliable
,"South Dakota","46","2013","2013","Male","M",59,171793,34.3
,"South Dakota","46","2014","2014","Female","F",13,162187,Unreliable
,"South Dakota","46","2014","2014","Male","M",53,174081,30.4
,"South Dakota","46","2015","2015","Female","F",28,162861,17.2
,"South Dakota","46","2015","2015","Male","M",65,174532,37.2
,"South Dakota","46","2016","2016","Female","F",19,164255,Unreliable
,"South Dakota","46","2016","2016","Male","M",67,176914,37.9
,"South Dakota","46","2017","2017","Female","F",22,165377,13.3
,"South Dakota","46","2017","2017","Male","M",75,178292,42.1
,"South Dakota","46","2018","2018","Female","F",27,168109,16.1
,"South Dakota","46","2018","2018","Male","M",65,182134,35.7
,"South Dakota","46","2019","2019","Female","F",20,167931,11.9
,"South Dakota","46","2019","2019","Male","M",78,181428,43.0
,"Tennessee","47","1999","1999","Female","F",58,1212487,4.8
,"Tennessee","47","1999","1999","Male","M",261,1226331,21.3
,"Tennessee","47","2000","2000","Female","F",57,1213663,4.7
,"Tennessee","47","2000","2000","Male","M",257,1232249,20.9
,"Tennessee","47","2001","2001","Female","F",53,1213911,4.4
,"Tennessee","47","2001","2001","Male","M",250,1234809,20.2
,"Tennessee","47","2002","2002","Female","F",66,1214281,5.4
,"Tennessee","47","2002","2002","Male","M",243,1233066,19.7
,"Tennessee","47","2003","2003","Female","F",61,1215871,5.0
,"Tennessee","47","2003","2003","Male","M",248,1229700,20.2
,"Tennessee","47","2004","2004","Female","F",60,1215970,4.9
,"Tennessee","47","2004","2004","Male","M",248,1237092,20.0
,"Tennessee","47","2005","2005","Female","F",46,1223121,3.8
,"Tennessee","47","2005","2005","Male","M",248,1244122,19.9
,"Tennessee","47","2006","2006","Female","F",58,1235188,4.7
,"Tennessee","47","2006","2006","Male","M",254,1249704,20.3
,"Tennessee","47","2007","2007","Female","F",62,1245699,5.0
,"Tennessee","47","2007","2007","Male","M",237,1264461,18.7
,"Tennessee","47","2008","2008","Female","F",71,1254344,5.7
,"Tennessee","47","2008","2008","Male","M",269,1263239,21.3
,"Tennessee","47","2009","2009","Female","F",77,1259526,6.1
,"Tennessee","47","2009","2009","Male","M",262,1270592,20.6
,"Tennessee","47","2010","2010","Female","F",79,1260758,6.3
,"Tennessee","47","2010","2010","Male","M",295,1269232,23.2
,"Tennessee","47","2011","2011","Female","F",64,1262529,5.1
,"Tennessee","47","2011","2011","Male","M",269,1270360,21.2
,"Tennessee","47","2012","2012","Female","F",74,1268266,5.8
,"Tennessee","47","2012","2012","Male","M",244,1278565,19.1
,"Tennessee","47","2013","2013","Female","F",69,1271798,5.4
,"Tennessee","47","2013","2013","Male","M",287,1280697,22.4
,"Tennessee","47","2014","2014","Female","F",58,1282713,4.5
,"Tennessee","47","2014","2014","Male","M",281,1289698,21.8
,"Tennessee","47","2015","2015","Female","F",65,1290593,5.0
,"Tennessee","47","2015","2015","Male","M",314,1298621,24.2
,"Tennessee","47","2016","2016","Female","F",78,1300972,6.0
,"Tennessee","47","2016","2016","Male","M",330,1308710,25.2
,"Tennessee","47","2017","2017","Female","F",92,1314843,7.0
,"Tennessee","47","2017","2017","Male","M",334,1326162,25.2
,"Tennessee","47","2018","2018","Female","F",93,1325986,7.0
,"Tennessee","47","2018","2018","Male","M",346,1339060,25.8
,"Tennessee","47","2019","2019","Female","F",101,1336033,7.6
,"Tennessee","47","2019","2019","Male","M",348,1349658,25.8
,"Texas","48","1999","1999","Female","F",169,4682915,3.6
,"Texas","48","1999","1999","Male","M",735,4886201,15.0
,"Texas","48","2000","2000","Female","F",163,4722721,3.5
,"Texas","48","2000","2000","Male","M",782,4935073,15.8
,"Texas","48","2001","2001","Female","F",162,4794382,3.4
,"Texas","48","2001","2001","Male","M",793,5006519,15.8
,"Texas","48","2002","2002","Female","F",197,4848106,4.1
,"Texas","48","2002","2002","Male","M",796,5061779,15.7
,"Texas","48","2003","2003","Female","F",192,4892654,3.9
,"Texas","48","2003","2003","Male","M",800,5086583,15.7
,"Texas","48","2004","2004","Female","F",169,4935543,3.4
,"Texas","48","2004","2004","Male","M",770,5128002,15.0
,"Texas","48","2005","2005","Female","F",172,4983633,3.5
,"Texas","48","2005","2005","Male","M",835,5176686,16.1
,"Texas","48","2006","2006","Female","F",200,5092354,3.9
,"Texas","48","2006","2006","Male","M",794,5272009,15.1
,"Texas","48","2007","2007","Female","F",189,5177379,3.7
,"Texas","48","2007","2007","Male","M",817,5349114,15.3
,"Texas","48","2008","2008","Female","F",175,5260086,3.3
,"Texas","48","2008","2008","Male","M",829,5430165,15.3
,"Texas","48","2009","2009","Female","F",224,5344539,4.2
,"Texas","48","2009","2009","Male","M",917,5508509,16.6
,"Texas","48","2010","2010","Female","F",235,5397249,4.4
,"Texas","48","2010","2010","Male","M",933,5561897,16.8
,"Texas","48","2011","2011","Female","F",227,5470974,4.1
,"Texas","48","2011","2011","Male","M",940,5649440,16.6
,"Texas","48","2012","2012","Female","F",259,5530287,4.7
,"Texas","48","2012","2012","Male","M",967,5740926,16.8
,"Texas","48","2013","2013","Female","F",260,5598510,4.6
,"Texas","48","2013","2013","Male","M",977,5822182,16.8
,"Texas","48","2014","2014","Female","F",292,5712804,5.1
,"Texas","48","2014","2014","Male","M",1036,5919510,17.5
,"Texas","48","2015","2015","Female","F",316,5816583,5.4
,"Texas","48","2015","2015","Male","M",1096,6031565,18.2
,"Texas","48","2016","2016","Female","F",327,5891496,5.6
,"Texas","48","2016","2016","Male","M",1193,6112066,19.5
,"Texas","48","2017","2017","Female","F",354,5980139,5.9
,"Texas","48","2017","2017","Male","M",1347,6218660,21.7
,"Texas","48","2018","2018","Female","F",366,6072574,6.0
,"Texas","48","2018","2018","Male","M",1401,6316886,22.2
,"Texas","48","2019","2019","Female","F",358,6128197,5.8
,"Texas","48","2019","2019","Male","M",1371,6372059,21.5
,"Utah","49","1999","1999","Female","F",17,542125,Unreliable
,"Utah","49","1999","1999","Male","M",139,559546,24.8
,"Utah","49","2000","2000","Female","F",39,546477,7.1
,"Utah","49","2000","2000","Male","M",118,565000,20.9
,"Utah","49","2001","2001","Female","F",24,554476,4.3
,"Utah","49","2001","2001","Male","M",140,573719,24.4
,"Utah","49","2002","2002","Female","F",29,559958,5.2
,"Utah","49","2002","2002","Male","M",143,580869,24.6
,"Utah","49","2003","2003","Female","F",24,563156,4.3
,"Utah","49","2003","2003","Male","M",149,585342,25.5
,"Utah","49","2004","2004","Female","F",33,567703,5.8
,"Utah","49","2004","2004","Male","M",149,590625,25.2
,"Utah","49","2005","2005","Female","F",29,577583,5.0
,"Utah","49","2005","2005","Male","M",146,600635,24.3
,"Utah","49","2006","2006","Female","F",37,589624,6.3
,"Utah","49","2006","2006","Male","M",123,613404,20.1
,"Utah","49","2007","2007","Female","F",34,604383,5.6
,"Utah","49","2007","2007","Male","M",153,629423,24.3
,"Utah","49","2008","2008","Female","F",35,618058,5.7
,"Utah","49","2008","2008","Male","M",152,642216,23.7
,"Utah","49","2009","2009","Female","F",45,630418,7.1
,"Utah","49","2009","2009","Male","M",172,655221,26.3
,"Utah","49","2010","2010","Female","F",51,637421,8.0
,"Utah","49","2010","2010","Male","M",194,662227,29.3
,"Utah","49","2011","2011","Female","F",51,647804,7.9
,"Utah","49","2011","2011","Male","M",172,673465,25.5
,"Utah","49","2012","2012","Female","F",55,654394,8.4
,"Utah","49","2012","2012","Male","M",187,681050,27.5
,"Utah","49","2013","2013","Female","F",58,664947,8.7
,"Utah","49","2013","2013","Male","M",218,691232,31.5
,"Utah","49","2014","2014","Female","F",62,674633,9.2
,"Utah","49","2014","2014","Male","M",204,699485,29.2
,"Utah","49","2015","2015","Female","F",72,686369,10.5
,"Utah","49","2015","2015","Male","M",243,712295,34.1
,"Utah","49","2016","2016","Female","F",73,696942,10.5
,"Utah","49","2016","2016","Male","M",232,725805,32.0
,"Utah","49","2017","2017","Female","F",67,707247,9.5
,"Utah","49","2017","2017","Male","M",255,736975,34.6
,"Utah","49","2018","2018","Female","F",73,720097,10.1
,"Utah","49","2018","2018","Male","M",277,752860,36.8
,"Utah","49","2019","2019","Female","F",66,728184,9.1
,"Utah","49","2019","2019","Male","M",279,761348,36.6
,"Vermont","50","1999","1999","Male","M",23,127459,18.0
,"Vermont","50","2000","2000","Female","F",Suppressed,125781,Suppressed
,"Vermont","50","2000","2000","Male","M",23,127181,18.1
,"Vermont","50","2001","2001","Female","F",Suppressed,124666,Suppressed
,"Vermont","50","2001","2001","Male","M",26,126679,20.5
,"Vermont","50","2002","2002","Female","F",Suppressed,123968,Suppressed
,"Vermont","50","2002","2002","Male","M",23,126605,18.2
,"Vermont","50","2003","2003","Female","F",Suppressed,123016,Suppressed
,"Vermont","50","2003","2003","Male","M",23,125795,18.3
,"Vermont","50","2004","2004","Female","F",Suppressed,121864,Suppressed
,"Vermont","50","2004","2004","Male","M",21,124563,16.9
,"Vermont","50","2005","2005","Female","F",Suppressed,120714,Suppressed
,"Vermont","50","2005","2005","Male","M",22,123725,17.8
,"Vermont","50","2006","2006","Female","F",Suppressed,119808,Suppressed
,"Vermont","50","2006","2006","Male","M",17,122717,Unreliable
,"Vermont","50","2007","2007","Female","F",Suppressed,118387,Suppressed
,"Vermont","50","2007","2007","Male","M",26,121279,21.4
,"Vermont","50","2008","2008","Female","F",Suppressed,117047,Suppressed
,"Vermont","50","2008","2008","Male","M",24,120141,20.0
,"Vermont","50","2009","2009","Female","F",Suppressed,116175,Suppressed
,"Vermont","50","2009","2009","Male","M",20,119162,16.8
,"Vermont","50","2010","2010","Female","F",Suppressed,115185,Suppressed
,"Vermont","50","2010","2010","Male","M",31,118295,26.2
,"Vermont","50","2011","2011","Female","F",Suppressed,114223,Suppressed
,"Vermont","50","2011","2011","Male","M",31,117792,26.3
,"Vermont","50","2012","2012","Female","F",Suppressed,113583,Suppressed
,"Vermont","50","2012","2012","Male","M",27,117248,23.0
,"Vermont","50","2013","2013","Female","F",12,114030,Unreliable
,"Vermont","50","2013","2013","Male","M",21,117621,17.9
,"Vermont","50","2014","2014","Female","F",10,114228,Unreliable
,"Vermont","50","2014","2014","Male","M",41,117586,34.9
,"Vermont","50","2015","2015","Female","F",Suppressed,114108,Suppressed
,"Vermont","50","2015","2015","Male","M",31,117367,26.4
,"Vermont","50","2016","2016","Female","F",10,113682,Unreliable
,"Vermont","50","2016","2016","Male","M",31,117951,26.3
,"Vermont","50","2017","2017","Female","F",11,113291,Unreliable
,"Vermont","50","2017","2017","Male","M",34,117795,28.9
,"Vermont","50","2018","2018","Female","F",Suppressed,114345,Suppressed
,"Vermont","50","2018","2018","Male","M",41,118589,34.6
,"Vermont","50","2019","2019","Female","F",10,113222,Unreliable
,"Vermont","50","2019","2019","Male","M",30,117909,25.4
,"Virginia","51","1999","1999","Female","F",62,1526899,4.1
,"Virginia","51","1999","1999","Male","M",266,1566360,17.0
,"Virginia","51","2000","2000","Female","F",51,1532258,3.3
,"Virginia","51","2000","2000","Male","M",235,1576111,14.9
,"Virginia","51","2001","2001","Female","F",78,1543675,5.1
,"Virginia","51","2001","2001","Male","M",259,1589581,16.3
,"Virginia","51","2002","2002","Female","F",64,1551237,4.1
,"Virginia","51","2002","2002","Male","M",235,1590173,14.8
,"Virginia","51","2003","2003","Female","F",56,1555891,3.6
,"Virginia","51","2003","2003","Male","M",269,1591278,16.9
,"Virginia","51","2004","2004","Female","F",60,1566178,3.8
,"Virginia","51","2004","2004","Male","M",242,1599524,15.1
,"Virginia","51","2005","2005","Female","F",69,1574127,4.4
,"Virginia","51","2005","2005","Male","M",242,1611212,15.0
,"Virginia","51","2006","2006","Female","F",63,1582708,4.0
,"Virginia","51","2006","2006","Male","M",241,1625883,14.8
,"Virginia","51","2007","2007","Female","F",74,1589145,4.7
,"Virginia","51","2007","2007","Male","M",227,1630223,13.9
,"Virginia","51","2008","2008","Female","F",83,1596355,5.2
,"Virginia","51","2008","2008","Male","M",275,1637356,16.8
,"Virginia","51","2009","2009","Female","F",66,1606893,4.1
,"Virginia","51","2009","2009","Male","M",259,1644370,15.8
,"Virginia","51","2010","2010","Female","F",57,1613856,3.5
,"Virginia","51","2010","2010","Male","M",274,1650928,16.6
,"Virginia","51","2011","2011","Female","F",85,1621065,5.2
,"Virginia","51","2011","2011","Male","M",280,1664772,16.8
,"Virginia","51","2012","2012","Female","F",82,1634659,5.0
,"Virginia","51","2012","2012","Male","M",303,1681496,18.0
,"Virginia","51","2013","2013","Female","F",94,1645913,5.7
,"Virginia","51","2013","2013","Male","M",308,1699090,18.1
,"Virginia","51","2014","2014","Female","F",83,1659881,5.0
,"Virginia","51","2014","2014","Male","M",322,1714094,18.8
,"Virginia","51","2015","2015","Female","F",81,1666890,4.9
,"Virginia","51","2015","2015","Male","M",336,1723674,19.5
,"Virginia","51","2016","2016","Female","F",113,1665620,6.8
,"Virginia","51","2016","2016","Male","M",343,1716920,20.0
,"Virginia","51","2017","2017","Female","F",95,1673768,5.7
,"Virginia","51","2017","2017","Male","M",372,1728150,21.5
,"Virginia","51","2018","2018","Female","F",98,1681680,5.8
,"Virginia","51","2018","2018","Male","M",380,1736718,21.9
,"Virginia","51","2019","2019","Female","F",93,1675710,5.5
,"Virginia","51","2019","2019","Male","M",368,1735066,21.2
,"Washington","53","1999","1999","Female","F",62,1255723,4.9
,"Washington","53","1999","1999","Male","M",285,1313008,21.7
,"Washington","53","2000","2000","Female","F",55,1259672,4.4
,"Washington","53","2000","2000","Male","M",247,1318397,18.7
,"Washington","53","2001","2001","Female","F",53,1267211,4.2
,"Washington","53","2001","2001","Male","M",221,1332165,16.6
,"Washington","53","2002","2002","Female","F",50,1273187,3.9
,"Washington","53","2002","2002","Male","M",239,1336848,17.9
,"Washington","53","2003","2003","Female","F",53,1273745,4.2
,"Washington","53","2003","2003","Male","M",242,1333939,18.1
,"Washington","53","2004","2004","Female","F",72,1279790,5.6
,"Washington","53","2004","2004","Male","M",241,1331929,18.1
,"Washington","53","2005","2005","Female","F",45,1285334,3.5
,"Washington","53","2005","2005","Male","M",244,1340174,18.2
,"Washington","53","2006","2006","Female","F",59,1301134,4.5
,"Washington","53","2006","2006","Male","M",239,1359321,17.6
,"Washington","53","2007","2007","Female","F",63,1312892,4.8
,"Washington","53","2007","2007","Male","M",229,1368230,16.7
,"Washington","53","2008","2008","Female","F",62,1326558,4.7
,"Washington","53","2008","2008","Male","M",256,1389456,18.4
,"Washington","53","2009","2009","Female","F",58,1339447,4.3
,"Washington","53","2009","2009","Male","M",265,1403934,18.9
,"Washington","53","2010","2010","Female","F",62,1342109,4.6
,"Washington","53","2010","2010","Male","M",291,1402152,20.8
,"Washington","53","2011","2011","Female","F",77,1349239,5.7
,"Washington","53","2011","2011","Male","M",288,1423247,20.2
,"Washington","53","2012","2012","Female","F",73,1358019,5.4
,"Washington","53","2012","2012","Male","M",309,1429283,21.6
,"Washington","53","2013","2013","Female","F",77,1367778,5.6
,"Washington","53","2013","2013","Male","M",311,1446761,21.5
,"Washington","53","2014","2014","Female","F",92,1385774,6.6
,"Washington","53","2014","2014","Male","M",317,1469865,21.6
,"Washington","53","2015","2015","Female","F",97,1409000,6.9
,"Washington","53","2015","2015","Male","M",332,1494681,22.2
,"Washington","53","2016","2016","Female","F",81,1433385,5.7
,"Washington","53","2016","2016","Male","M",363,1516802,23.9
,"Washington","53","2017","2017","Female","F",92,1461024,6.3
,"Washington","53","2017","2017","Male","M",416,1550548,26.8
,"Washington","53","2018","2018","Female","F",117,1492965,7.8
,"Washington","53","2018","2018","Male","M",362,1587650,22.8
,"Washington","53","2019","2019","Female","F",83,1508975,5.5
,"Washington","53","2019","2019","Male","M",378,1609526,23.5
,"West Virginia","54","1999","1999","Female","F",12,362244,Unreliable
,"West Virginia","54","1999","1999","Male","M",74,367011,20.2
,"West Virginia","54","2000","2000","Female","F",21,357775,5.9
,"West Virginia","54","2000","2000","Male","M",72,363004,19.8
,"West Virginia","54","2001","2001","Female","F",12,350850,Unreliable
,"West Virginia","54","2001","2001","Male","M",76,357923,21.2
,"West Virginia","54","2002","2002","Female","F",18,348379,Unreliable
,"West Virginia","54","2002","2002","Male","M",95,357020,26.6
,"West Virginia","54","2003","2003","Female","F",14,346294,Unreliable
,"West Virginia","54","2003","2003","Male","M",83,356601,23.3
,"West Virginia","54","2004","2004","Female","F",21,343857,6.1
,"West Virginia","54","2004","2004","Male","M",98,354219,27.7
,"West Virginia","54","2005","2005","Female","F",14,341200,Unreliable
,"West Virginia","54","2005","2005","Male","M",65,352584,18.4
,"West Virginia","54","2006","2006","Female","F",17,340213,Unreliable
,"West Virginia","54","2006","2006","Male","M",70,351512,19.9
,"West Virginia","54","2007","2007","Female","F",Suppressed,338489,Suppressed
,"West Virginia","54","2007","2007","Male","M",95,350211,27.1
,"West Virginia","54","2008","2008","Female","F",20,336911,5.9
,"West Virginia","54","2008","2008","Male","M",73,349024,20.9
,"West Virginia","54","2009","2009","Female","F",14,336506,Unreliable
,"West Virginia","54","2009","2009","Male","M",87,348770,24.9
,"West Virginia","54","2010","2010","Female","F",Suppressed,335841,Suppressed
,"West Virginia","54","2010","2010","Male","M",74,348334,21.2
,"West Virginia","54","2011","2011","Female","F",19,334504,Unreliable
,"West Virginia","54","2011","2011","Male","M",88,346923,25.4
,"West Virginia","54","2012","2012","Female","F",27,332760,8.1
,"West Virginia","54","2012","2012","Male","M",92,345149,26.7
,"West Virginia","54","2013","2013","Female","F",18,331785,Unreliable
,"West Virginia","54","2013","2013","Male","M",84,344328,24.4
,"West Virginia","54","2014","2014","Female","F",23,330503,7.0
,"West Virginia","54","2014","2014","Male","M",102,343036,29.7
,"West Virginia","54","2015","2015","Female","F",26,327744,7.9
,"West Virginia","54","2015","2015","Male","M",81,340588,23.8
,"West Virginia","54","2016","2016","Female","F",30,324009,9.3
,"West Virginia","54","2016","2016","Male","M",107,339155,31.5
,"West Virginia","54","2017","2017","Female","F",25,319153,7.8
,"West Virginia","54","2017","2017","Male","M",105,334987,31.3
,"West Virginia","54","2018","2018","Female","F",18,316188,Unreliable
,"West Virginia","54","2018","2018","Male","M",118,333113,35.4
,"West Virginia","54","2019","2019","Female","F",28,311598,9.0
,"West Virginia","54","2019","2019","Male","M",110,328867,33.4
,"Wisconsin","55","1999","1999","Female","F",50,1139550,4.4
,"Wisconsin","55","1999","1999","Male","M",214,1176946,18.2
,"Wisconsin","55","2000","2000","Female","F",46,1135074,4.1
,"Wisconsin","55","2000","2000","Male","M",236,1173910,20.1
,"Wisconsin","55","2001","2001","Female","F",45,1129181,4.0
,"Wisconsin","55","2001","2001","Male","M",219,1171454,18.7
,"Wisconsin","55","2002","2002","Female","F",43,1125529,3.8
,"Wisconsin","55","2002","2002","Male","M",222,1169638,19.0
,"Wisconsin","55","2003","2003","Female","F",41,1120236,3.7
,"Wisconsin","55","2003","2003","Male","M",222,1166988,19.0
,"Wisconsin","55","2004","2004","Female","F",66,1114378,5.9
