"Notes","State","State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"Nebraska","31","2009","2009","Male","M",56,374557,15.0
,"Nebraska","31","2010","2010","Female","F",14,360479,Unreliable
,"Nebraska","31","2010","2010","Male","M",52,375970,13.8
,"Nebraska","31","2011","2011","Female","F",19,363228,Unreliable
,"Nebraska","31","2011","2011","Male","M",59,379079,15.6
,"Nebraska","31","2012","2012","Female","F",19,365040,Unreliable
,"Nebraska","31","2012","2012","Male","M",72,381469,18.9
,"Nebraska","31","2013","2013","Female","F",14,368939,Unreliable
,"Nebraska","31","2013","2013","Male","M",69,385970,17.9
,"Nebraska","31","2014","2014","Female","F",18,372524,Unreliable
,"Nebraska","31","2014","2014","Male","M",95,390099,24.4
,"Nebraska","31","2015","2015","Female","F",25,375888,6.7
,"Nebraska","31","2015","2015","Male","M",79,394058,20.0
,"Nebraska","31","2016","2016","Female","F",19,378577,Unreliable
,"Nebraska","31","2016","2016","Male","M",102,396647,25.7
,"Nebraska","31","2017","2017","Female","F",28,381159,7.3
,"Nebraska","31","2017","2017","Male","M",100,400912,24.9
,"Nebraska","31","2018","2018","Female","F",15,382986,Unreliable
,"Nebraska","31","2018","2018","Male","M",89,403317,22.1
,"Nebraska","31","2019","2019","Female","F",22,383511,5.7
,"Nebraska","31","2019","2019","Male","M",103,403966,25.5
,"Nevada","32","1999","1999","Female","F",27,405051,6.7
,"Nevada","32","1999","1999","Male","M",128,439953,29.1
,"Nevada","32","2000","2000","Female","F",22,416064,5.3
,"Nevada","32","2000","2000","Male","M",134,452825,29.6
,"Nevada","32","2001","2001","Female","F",33,434345,7.6
,"Nevada","32","2001","2001","Male","M",94,470640,20.0
,"Nevada","32","2002","2002","Female","F",25,447760,5.6
,"Nevada","32","2002","2002","Male","M",113,482380,23.4
,"Nevada","32","2003","2003","Female","F",30,461499,6.5
,"Nevada","32","2003","2003","Male","M",127,494914,25.7
,"Nevada","32","2004","2004","Female","F",38,479912,7.9
,"Nevada","32","2004","2004","Male","M",94,513942,18.3
,"Nevada","32","2005","2005","Female","F",31,497871,6.2
,"Nevada","32","2005","2005","Male","M",128,531787,24.1
,"Nevada","32","2006","2006","Female","F",39,518270,7.5
,"Nevada","32","2006","2006","Male","M",135,552127,24.5
,"Nevada","32","2007","2007","Female","F",31,535162,5.8
,"Nevada","32","2007","2007","Male","M",116,567649,20.4
,"Nevada","32","2008","2008","Female","F",35,544139,6.4
,"Nevada","32","2008","2008","Male","M",134,576229,23.3
,"Nevada","32","2009","2009","Female","F",32,547408,5.8
,"Nevada","32","2009","2009","Male","M",117,577331,20.3
,"Nevada","32","2010","2010","Female","F",40,547259,7.3
,"Nevada","32","2010","2010","Male","M",136,574961,23.7
,"Nevada","32","2011","2011","Female","F",40,545178,7.3
,"Nevada","32","2011","2011","Male","M",126,573523,22.0
,"Nevada","32","2012","2012","Female","F",36,548668,6.6
,"Nevada","32","2012","2012","Male","M",121,577569,20.9
,"Nevada","32","2013","2013","Female","F",34,551672,6.2
,"Nevada","32","2013","2013","Male","M",136,580026,23.4
,"Nevada","32","2014","2014","Female","F",34,561314,6.1
,"Nevada","32","2014","2014","Male","M",149,585627,25.4
,"Nevada","32","2015","2015","Female","F",56,571091,9.8
,"Nevada","32","2015","2015","Male","M",129,593161,21.7
,"Nevada","32","2016","2016","Female","F",51,578384,8.8
,"Nevada","32","2016","2016","Male","M",160,600302,26.7
,"Nevada","32","2017","2017","Female","F",52,589194,8.8
,"Nevada","32","2017","2017","Male","M",170,614223,27.7
,"Nevada","32","2018","2018","Female","F",53,595467,8.9
,"Nevada","32","2018","2018","Male","M",175,620927,28.2
,"Nevada","32","2019","2019","Female","F",41,602452,6.8
,"Nevada","32","2019","2019","Male","M",197,630099,31.3
,"New Hampshire","33","1999","1999","Female","F",14,258707,Unreliable
,"New Hampshire","33","1999","1999","Male","M",48,258978,18.5
,"New Hampshire","33","2000","2000","Female","F",Suppressed,259121,Suppressed
,"New Hampshire","33","2000","2000","Male","M",47,259303,18.1
,"New Hampshire","33","2001","2001","Female","F",11,259591,Unreliable
,"New Hampshire","33","2001","2001","Male","M",67,261075,25.7
,"New Hampshire","33","2002","2002","Female","F",10,259398,Unreliable
,"New Hampshire","33","2002","2002","Male","M",46,261676,17.6
,"New Hampshire","33","2003","2003","Female","F",16,258005,Unreliable
,"New Hampshire","33","2003","2003","Male","M",47,261741,18.0
,"New Hampshire","33","2004","2004","Female","F",10,256228,Unreliable
,"New Hampshire","33","2004","2004","Male","M",40,259926,15.4
,"New Hampshire","33","2005","2005","Female","F",11,254492,Unreliable
,"New Hampshire","33","2005","2005","Male","M",37,259007,14.3
,"New Hampshire","33","2006","2006","Female","F",12,252692,Unreliable
,"New Hampshire","33","2006","2006","Male","M",36,257863,14.0
,"New Hampshire","33","2007","2007","Female","F",15,250272,Unreliable
,"New Hampshire","33","2007","2007","Male","M",26,255642,10.2
,"New Hampshire","33","2008","2008","Female","F",18,247947,Unreliable
,"New Hampshire","33","2008","2008","Male","M",40,253035,15.8
,"New Hampshire","33","2009","2009","Female","F",10,244586,Unreliable
,"New Hampshire","33","2009","2009","Male","M",49,249986,19.6
,"New Hampshire","33","2010","2010","Female","F",Suppressed,242155,Suppressed
,"New Hampshire","33","2010","2010","Male","M",59,247255,23.9
,"New Hampshire","33","2011","2011","Female","F",Suppressed,239285,Suppressed
,"New Hampshire","33","2011","2011","Male","M",49,245884,19.9
,"New Hampshire","33","2012","2012","Female","F",11,238224,Unreliable
,"New Hampshire","33","2012","2012","Male","M",48,245036,19.6
,"New Hampshire","33","2013","2013","Female","F",14,237886,Unreliable
,"New Hampshire","33","2013","2013","Male","M",44,245185,17.9
,"New Hampshire","33","2014","2014","Female","F",22,239233,9.2
,"New Hampshire","33","2014","2014","Male","M",75,246462,30.4
,"New Hampshire","33","2015","2015","Female","F",18,239701,Unreliable
,"New Hampshire","33","2015","2015","Male","M",47,247493,19.0
,"New Hampshire","33","2016","2016","Female","F",17,240073,Unreliable
,"New Hampshire","33","2016","2016","Male","M",67,249636,26.8
,"New Hampshire","33","2017","2017","Female","F",16,241433,Unreliable
,"New Hampshire","33","2017","2017","Male","M",89,251710,35.4
,"New Hampshire","33","2018","2018","Female","F",19,244101,Unreliable
,"New Hampshire","33","2018","2018","Male","M",64,255748,25.0
,"New Hampshire","33","2019","2019","Female","F",18,244356,Unreliable
,"New Hampshire","33","2019","2019","Male","M",83,256435,32.4
,"New Jersey","34","1999","1999","Female","F",47,1742901,2.7
,"New Jersey","34","1999","1999","Male","M",178,1770012,10.1
,"New Jersey","34","2000","2000","Female","F",38,1742346,2.2
,"New Jersey","34","2000","2000","Male","M",163,1770490,9.2
,"New Jersey","34","2001","2001","Female","F",58,1744358,3.3
,"New Jersey","34","2001","2001","Male","M",174,1772651,9.8
,"New Jersey","34","2002","2002","Female","F",33,1744154,1.9
,"New Jersey","34","2002","2002","Male","M",151,1773329,8.5
,"New Jersey","34","2003","2003","Female","F",38,1739734,2.2
,"New Jersey","34","2003","2003","Male","M",173,1770646,9.8
,"New Jersey","34","2004","2004","Female","F",47,1729577,2.7
,"New Jersey","34","2004","2004","Male","M",184,1762967,10.4
,"New Jersey","34","2005","2005","Female","F",41,1718989,2.4
,"New Jersey","34","2005","2005","Male","M",163,1754888,9.3
,"New Jersey","34","2006","2006","Female","F",36,1709515,2.1
,"New Jersey","34","2006","2006","Male","M",161,1745344,9.2
,"New Jersey","34","2007","2007","Female","F",44,1701133,2.6
,"New Jersey","34","2007","2007","Male","M",184,1739128,10.6
,"New Jersey","34","2008","2008","Female","F",37,1696870,2.2
,"New Jersey","34","2008","2008","Male","M",171,1737928,9.8
,"New Jersey","34","2009","2009","Female","F",26,1694878,1.5
,"New Jersey","34","2009","2009","Male","M",175,1734946,10.1
,"New Jersey","34","2010","2010","Female","F",52,1693223,3.1
,"New Jersey","34","2010","2010","Male","M",172,1731629,9.9
,"New Jersey","34","2011","2011","Female","F",51,1682405,3.0
,"New Jersey","34","2011","2011","Male","M",168,1729178,9.7
,"New Jersey","34","2012","2012","Female","F",46,1685782,2.7
,"New Jersey","34","2012","2012","Male","M",204,1734608,11.8
,"New Jersey","34","2013","2013","Female","F",54,1686573,3.2
,"New Jersey","34","2013","2013","Male","M",196,1738877,11.3
,"New Jersey","34","2014","2014","Female","F",62,1695844,3.7
,"New Jersey","34","2014","2014","Male","M",203,1745915,11.6
,"New Jersey","34","2015","2015","Female","F",65,1698344,3.8
,"New Jersey","34","2015","2015","Male","M",201,1746990,11.5
,"New Jersey","34","2016","2016","Female","F",50,1696124,2.9
,"New Jersey","34","2016","2016","Male","M",164,1748023,9.4
,"New Jersey","34","2017","2017","Female","F",83,1705962,4.9
,"New Jersey","34","2017","2017","Male","M",183,1754885,10.4
,"New Jersey","34","2018","2018","Female","F",69,1677280,4.1
,"New Jersey","34","2018","2018","Male","M",203,1727505,11.8
,"New Jersey","34","2019","2019","Female","F",61,1662987,3.7
,"New Jersey","34","2019","2019","Male","M",196,1714694,11.4
,"New Mexico","35","1999","1999","Female","F",29,392388,7.4
,"New Mexico","35","1999","1999","Male","M",124,398875,31.1
,"New Mexico","35","2000","2000","Female","F",25,391276,6.4
,"New Mexico","35","2000","2000","Male","M",139,397544,35.0
,"New Mexico","35","2001","2001","Female","F",27,388710,6.9
,"New Mexico","35","2001","2001","Male","M",108,396442,27.2
,"New Mexico","35","2002","2002","Female","F",24,390638,6.1
,"New Mexico","35","2002","2002","Male","M",127,398940,31.8
,"New Mexico","35","2003","2003","Female","F",20,391240,5.1
,"New Mexico","35","2003","2003","Male","M",141,401782,35.1
,"New Mexico","35","2004","2004","Female","F",23,393285,5.8
,"New Mexico","35","2004","2004","Male","M",154,405168,38.0
,"New Mexico","35","2005","2005","Female","F",28,394487,7.1
,"New Mexico","35","2005","2005","Male","M",117,407797,28.7
,"New Mexico","35","2006","2006","Female","F",28,396723,7.1
,"New Mexico","35","2006","2006","Male","M",129,409775,31.5
,"New Mexico","35","2007","2007","Female","F",25,399452,6.3
,"New Mexico","35","2007","2007","Male","M",126,411905,30.6
,"New Mexico","35","2008","2008","Female","F",38,400412,9.5
,"New Mexico","35","2008","2008","Male","M",133,412118,32.3
,"New Mexico","35","2009","2009","Female","F",31,402690,7.7
,"New Mexico","35","2009","2009","Male","M",131,415253,31.5
,"New Mexico","35","2010","2010","Female","F",38,405286,9.4
,"New Mexico","35","2010","2010","Male","M",137,419184,32.7
,"New Mexico","35","2011","2011","Female","F",38,406886,9.3
,"New Mexico","35","2011","2011","Male","M",144,423637,34.0
,"New Mexico","35","2012","2012","Female","F",36,406425,8.9
,"New Mexico","35","2012","2012","Male","M",134,425320,31.5
,"New Mexico","35","2013","2013","Female","F",32,406181,7.9
,"New Mexico","35","2013","2013","Male","M",134,427731,31.3
,"New Mexico","35","2014","2014","Female","F",33,405615,8.1
,"New Mexico","35","2014","2014","Male","M",141,427365,33.0
,"New Mexico","35","2015","2015","Female","F",45,404045,11.1
,"New Mexico","35","2015","2015","Male","M",153,428127,35.7
,"New Mexico","35","2016","2016","Female","F",33,403828,8.2
,"New Mexico","35","2016","2016","Male","M",156,426076,36.6
,"New Mexico","35","2017","2017","Female","F",38,405751,9.4
,"New Mexico","35","2017","2017","Male","M",179,428657,41.8
,"New Mexico","35","2018","2018","Female","F",59,407348,14.5
,"New Mexico","35","2018","2018","Male","M",178,430621,41.3
,"New Mexico","35","2019","2019","Female","F",48,407518,11.8
,"New Mexico","35","2019","2019","Male","M",183,430061,42.6
,"New York","36","1999","1999","Female","F",95,4096486,2.3
,"New York","36","1999","1999","Male","M",407,4094471,9.9
,"New York","36","2000","2000","Female","F",79,4094270,1.9
,"New York","36","2000","2000","Male","M",415,4093423,10.1
,"New York","36","2001","2001","Female","F",100,4088711,2.4
,"New York","36","2001","2001","Male","M",424,4094165,10.4
,"New York","36","2002","2002","Female","F",96,4078875,2.4
,"New York","36","2002","2002","Male","M",434,4084775,10.6
,"New York","36","2003","2003","Female","F",92,4062075,2.3
,"New York","36","2003","2003","Male","M",351,4072167,8.6
,"New York","36","2004","2004","Female","F",85,4029608,2.1
,"New York","36","2004","2004","Male","M",384,4036513,9.5
,"New York","36","2005","2005","Female","F",83,3993150,2.1
,"New York","36","2005","2005","Male","M",370,4002573,9.2
,"New York","36","2006","2006","Female","F",69,3968420,1.7
,"New York","36","2006","2006","Male","M",398,3975355,10.0
,"New York","36","2007","2007","Female","F",103,3952619,2.6
,"New York","36","2007","2007","Male","M",368,3963374,9.3
,"New York","36","2008","2008","Female","F",103,3951537,2.6
,"New York","36","2008","2008","Male","M",363,3963059,9.2
,"New York","36","2009","2009","Female","F",106,3952672,2.7
,"New York","36","2009","2009","Male","M",377,3960070,9.5
,"New York","36","2010","2010","Female","F",109,3947600,2.8
,"New York","36","2010","2010","Male","M",405,3954530,10.2
,"New York","36","2011","2011","Female","F",128,3930272,3.3
,"New York","36","2011","2011","Male","M",474,3951592,12.0
,"New York","36","2012","2012","Female","F",140,3940668,3.6
,"New York","36","2012","2012","Male","M",443,3966498,11.2
,"New York","36","2013","2013","Female","F",133,3948162,3.4
,"New York","36","2013","2013","Male","M",441,3977706,11.1
,"New York","36","2014","2014","Female","F",151,3972148,3.8
,"New York","36","2014","2014","Male","M",452,3995307,11.3
,"New York","36","2015","2015","Female","F",130,3974241,3.3
,"New York","36","2015","2015","Male","M",432,3999134,10.8
,"New York","36","2016","2016","Female","F",158,3957310,4.0
,"New York","36","2016","2016","Male","M",452,3986900,11.3
,"New York","36","2017","2017","Female","F",154,3958230,3.9
,"New York","36","2017","2017","Male","M",493,3992233,12.3
,"New York","36","2018","2018","Female","F",147,3862692,3.8
,"New York","36","2018","2018","Male","M",481,3897664,12.3
,"New York","36","2019","2019","Female","F",150,3822649,3.9
,"New York","36","2019","2019","Male","M",503,3861958,13.0
,"North Carolina","37","1999","1999","Female","F",66,1722176,3.8
,"North Carolina","37","1999","1999","Male","M",336,1787688,18.8
,"North Carolina","37","2000","2000","Female","F",81,1732214,4.7
,"North Carolina","37","2000","2000","Male","M",337,1805447,18.7
,"North Carolina","37","2001","2001","Female","F",76,1749699,4.3
,"North Carolina","37","2001","2001","Male","M",331,1824071,18.1
,"North Carolina","37","2002","2002","Female","F",61,1761744,3.5
,"North Carolina","37","2002","2002","Male","M",311,1827647,17.0
,"North Carolina","37","2003","2003","Female","F",62,1771781,3.5
,"North Carolina","37","2003","2003","Male","M",314,1809657,17.4
,"North Carolina","37","2004","2004","Female","F",79,1782203,4.4
,"North Carolina","37","2004","2004","Male","M",353,1827026,19.3
,"North Carolina","37","2005","2005","Female","F",85,1799988,4.7
,"North Carolina","37","2005","2005","Male","M",274,1838255,14.9
,"North Carolina","37","2006","2006","Female","F",88,1830338,4.8
,"North Carolina","37","2006","2006","Male","M",327,1872629,17.5
,"North Carolina","37","2007","2007","Female","F",86,1866342,4.6
,"North Carolina","37","2007","2007","Male","M",300,1885195,15.9
,"North Carolina","37","2008","2008","Female","F",83,1894641,4.4
,"North Carolina","37","2008","2008","Male","M",341,1918970,17.8
,"North Carolina","37","2009","2009","Female","F",87,1914477,4.5
,"North Carolina","37","2009","2009","Male","M",352,1932686,18.2
,"North Carolina","37","2010","2010","Female","F",82,1920003,4.3
,"North Carolina","37","2010","2010","Male","M",326,1938701,16.8
,"North Carolina","37","2011","2011","Female","F",87,1927107,4.5
,"North Carolina","37","2011","2011","Male","M",345,1945830,17.7
,"North Carolina","37","2012","2012","Female","F",91,1932212,4.7
,"North Carolina","37","2012","2012","Male","M",330,1958159,16.9
,"North Carolina","37","2013","2013","Female","F",83,1940339,4.3
,"North Carolina","37","2013","2013","Male","M",342,1970898,17.4
,"North Carolina","37","2014","2014","Female","F",129,1956280,6.6
,"North Carolina","37","2014","2014","Male","M",338,1984549,17.0
,"North Carolina","37","2015","2015","Female","F",88,1971185,4.5
,"North Carolina","37","2015","2015","Male","M",357,2000667,17.8
,"North Carolina","37","2016","2016","Female","F",120,1992637,6.0
,"North Carolina","37","2016","2016","Male","M",373,2005626,18.6
,"North Carolina","37","2017","2017","Female","F",123,2012644,6.1
,"North Carolina","37","2017","2017","Male","M",458,2042066,22.4
,"North Carolina","37","2018","2018","Female","F",105,2035835,5.2
,"North Carolina","37","2018","2018","Male","M",422,2062174,20.5
,"North Carolina","37","2019","2019","Female","F",101,2052075,4.9
,"North Carolina","37","2019","2019","Male","M",419,2078920,20.2
,"North Dakota","38","1999","1999","Female","F",Suppressed,134551,Suppressed
,"North Dakota","38","1999","1999","Male","M",29,144539,20.1
,"North Dakota","38","2000","2000","Female","F",Suppressed,132903,Suppressed
,"North Dakota","38","2000","2000","Male","M",33,142560,23.1
,"North Dakota","38","2001","2001","Female","F",10,130762,Unreliable
,"North Dakota","38","2001","2001","Male","M",30,140521,21.3
,"North Dakota","38","2002","2002","Female","F",Suppressed,129279,Suppressed
,"North Dakota","38","2002","2002","Male","M",29,139442,20.8
,"North Dakota","38","2003","2003","Female","F",Suppressed,128132,Suppressed
,"North Dakota","38","2003","2003","Male","M",30,138927,21.6
,"North Dakota","38","2004","2004","Female","F",Suppressed,128274,Suppressed
,"North Dakota","38","2004","2004","Male","M",32,140465,22.8
,"North Dakota","38","2005","2005","Female","F",Suppressed,127699,Suppressed
,"North Dakota","38","2005","2005","Male","M",46,139667,32.9
,"North Dakota","38","2006","2006","Female","F",11,127511,Unreliable
,"North Dakota","38","2006","2006","Male","M",41,140470,29.2
,"North Dakota","38","2007","2007","Female","F",Suppressed,127550,Suppressed
,"North Dakota","38","2007","2007","Male","M",40,140327,28.5
,"North Dakota","38","2008","2008","Female","F",Suppressed,128026,Suppressed
,"North Dakota","38","2008","2008","Male","M",34,140713,24.2
,"North Dakota","38","2009","2009","Female","F",Suppressed,129191,Suppressed
,"North Dakota","38","2009","2009","Male","M",43,141838,30.3
,"North Dakota","38","2010","2010","Female","F",Suppressed,129992,Suppressed
,"North Dakota","38","2010","2010","Male","M",44,143778,30.6
,"North Dakota","38","2011","2011","Female","F",Suppressed,132450,Suppressed
,"North Dakota","38","2011","2011","Male","M",30,147557,20.3
,"North Dakota","38","2012","2012","Female","F",Suppressed,136211,Suppressed
,"North Dakota","38","2012","2012","Male","M",44,153437,28.7
,"North Dakota","38","2013","2013","Female","F",Suppressed,142237,Suppressed
,"North Dakota","38","2013","2013","Male","M",65,162397,40.0
,"North Dakota","38","2014","2014","Female","F",13,146346,Unreliable
,"North Dakota","38","2014","2014","Male","M",50,167501,29.9
,"North Dakota","38","2015","2015","Female","F",14,151011,Unreliable
,"North Dakota","38","2015","2015","Male","M",48,173520,27.7
,"North Dakota","38","2016","2016","Female","F",10,150969,Unreliable
,"North Dakota","38","2016","2016","Male","M",55,171922,32.0
,"North Dakota","38","2017","2017","Female","F",19,150228,Unreliable
,"North Dakota","38","2017","2017","Male","M",68,171271,39.7
,"North Dakota","38","2018","2018","Female","F",21,151584,13.9
,"North Dakota","38","2018","2018","Male","M",59,171620,34.4
,"North Dakota","38","2019","2019","Female","F",12,152172,Unreliable
,"North Dakota","38","2019","2019","Male","M",52,171089,30.4
,"Ohio","39","1999","1999","Female","F",72,2394632,3.0
,"Ohio","39","1999","1999","Male","M",392,2410689,16.3
,"Ohio","39","2000","2000","Female","F",63,2379570,2.6
,"Ohio","39","2000","2000","Male","M",346,2397702,14.4
,"Ohio","39","2001","2001","Female","F",77,2360832,3.3
,"Ohio","39","2001","2001","Male","M",405,2382827,17.0
,"Ohio","39","2002","2002","Female","F",83,2345506,3.5
,"Ohio","39","2002","2002","Male","M",399,2372243,16.8
,"Ohio","39","2003","2003","Female","F",75,2332093,3.2
,"Ohio","39","2003","2003","Male","M",363,2362455,15.4
,"Ohio","39","2004","2004","Female","F",92,2315774,4.0
,"Ohio","39","2004","2004","Male","M",429,2345720,18.3
,"Ohio","39","2005","2005","Female","F",87,2297809,3.8
,"Ohio","39","2005","2005","Male","M",422,2330209,18.1
,"Ohio","39","2006","2006","Female","F",110,2283622,4.8
,"Ohio","39","2006","2006","Male","M",415,2318533,17.9
,"Ohio","39","2007","2007","Female","F",71,2270217,3.1
,"Ohio","39","2007","2007","Male","M",415,2303960,18.0
,"Ohio","39","2008","2008","Female","F",105,2257925,4.7
,"Ohio","39","2008","2008","Male","M",456,2290325,19.9
,"Ohio","39","2009","2009","Female","F",85,2243844,3.8
,"Ohio","39","2009","2009","Male","M",347,2273898,15.3
,"Ohio","39","2010","2010","Female","F",109,2230245,4.9
,"Ohio","39","2010","2010","Male","M",436,2259673,19.3
,"Ohio","39","2011","2011","Female","F",115,2213124,5.2
,"Ohio","39","2011","2011","Male","M",449,2246566,20.0
,"Ohio","39","2012","2012","Female","F",109,2205947,4.9
,"Ohio","39","2012","2012","Male","M",445,2241709,19.9
,"Ohio","39","2013","2013","Female","F",116,2209672,5.2
,"Ohio","39","2013","2013","Male","M",417,2247589,18.6
,"Ohio","39","2014","2014","Female","F",121,2214065,5.5
,"Ohio","39","2014","2014","Male","M",433,2255526,19.2
,"Ohio","39","2015","2015","Female","F",120,2217234,5.4
,"Ohio","39","2015","2015","Male","M",492,2259889,21.8
,"Ohio","39","2016","2016","Female","F",119,2217564,5.4
,"Ohio","39","2016","2016","Male","M",517,2269838,22.8
,"Ohio","39","2017","2017","Female","F",124,2228876,5.6
,"Ohio","39","2017","2017","Male","M",574,2280748,25.2
,"Ohio","39","2018","2018","Female","F",145,2236535,6.5
,"Ohio","39","2018","2018","Male","M",578,2291536,25.2
,"Ohio","39","2019","2019","Female","F",143,2231676,6.4
,"Ohio","39","2019","2019","Male","M",560,2286078,24.5
,"Oklahoma","40","1999","1999","Female","F",52,727426,7.1
,"Oklahoma","40","1999","1999","Male","M",190,757646,25.1
,"Oklahoma","40","2000","2000","Female","F",43,724688,5.9
,"Oklahoma","40","2000","2000","Male","M",198,754657,26.2
,"Oklahoma","40","2001","2001","Female","F",34,720121,4.7
,"Oklahoma","40","2001","2001","Male","M",185,753095,24.6
,"Oklahoma","40","2002","2002","Female","F",39,719204,5.4
,"Oklahoma","40","2002","2002","Male","M",179,753647,23.8
,"Oklahoma","40","2003","2003","Female","F",29,717631,4.0
,"Oklahoma","40","2003","2003","Male","M",172,747981,23.0
,"Oklahoma","40","2004","2004","Female","F",36,714650,5.0
,"Oklahoma","40","2004","2004","Male","M",161,749640,21.5
,"Oklahoma","40","2005","2005","Female","F",45,715246,6.3
,"Oklahoma","40","2005","2005","Male","M",176,748266,23.5
,"Oklahoma","40","2006","2006","Female","F",34,721360,4.7
,"Oklahoma","40","2006","2006","Male","M",171,754240,22.7
,"Oklahoma","40","2007","2007","Female","F",44,727132,6.1
,"Oklahoma","40","2007","2007","Male","M",154,761384,20.2
,"Oklahoma","40","2008","2008","Female","F",44,732815,6.0
,"Oklahoma","40","2008","2008","Male","M",188,765161,24.6
,"Oklahoma","40","2009","2009","Female","F",38,741569,5.1
,"Oklahoma","40","2009","2009","Male","M",186,774326,24.0
,"Oklahoma","40","2010","2010","Female","F",43,746781,5.8
,"Oklahoma","40","2010","2010","Male","M",213,780106,27.3
,"Oklahoma","40","2011","2011","Female","F",60,752941,8.0
,"Oklahoma","40","2011","2011","Male","M",221,787265,28.1
,"Oklahoma","40","2012","2012","Female","F",51,758360,6.7
,"Oklahoma","40","2012","2012","Male","M",234,793331,29.5
,"Oklahoma","40","2013","2013","Female","F",49,765485,6.4
,"Oklahoma","40","2013","2013","Male","M",208,800389,26.0
,"Oklahoma","40","2014","2014","Female","F",72,773839,9.3
,"Oklahoma","40","2014","2014","Male","M",231,806368,28.6
,"Oklahoma","40","2015","2015","Female","F",63,781489,8.1
,"Oklahoma","40","2015","2015","Male","M",259,814836,31.8
,"Oklahoma","40","2016","2016","Female","F",65,784313,8.3
,"Oklahoma","40","2016","2016","Male","M",290,818778,35.4
,"Oklahoma","40","2017","2017","Female","F",72,786602,9.2
,"Oklahoma","40","2017","2017","Male","M",280,821251,34.1
,"Oklahoma","40","2018","2018","Female","F",66,789063,8.4
,"Oklahoma","40","2018","2018","Male","M",260,823505,31.6
,"Oklahoma","40","2019","2019","Female","F",74,791101,9.4
,"Oklahoma","40","2019","2019","Male","M",274,826937,33.1
,"Oregon","41","1999","1999","Female","F",31,701218,4.4
,"Oregon","41","1999","1999","Male","M",148,736273,20.1
,"Oregon","41","2000","2000","Female","F",38,703262,5.4
,"Oregon","41","2000","2000","Male","M",148,740115,20.0
,"Oregon","41","2001","2001","Female","F",34,707651,4.8
,"Oregon","41","2001","2001","Male","M",154,744734,20.7
,"Oregon","41","2002","2002","Female","F",24,713661,3.4
,"Oregon","41","2002","2002","Male","M",154,750328,20.5
,"Oregon","41","2003","2003","Female","F",28,715781,3.9
,"Oregon","41","2003","2003","Male","M",154,751971,20.5
,"Oregon","41","2004","2004","Female","F",47,713574,6.6
,"Oregon","41","2004","2004","Male","M",142,748911,19.0
,"Oregon","41","2005","2005","Female","F",30,718945,4.2
,"Oregon","41","2005","2005","Male","M",151,752540,20.1
,"Oregon","41","2006","2006","Female","F",37,728270,5.1
,"Oregon","41","2006","2006","Male","M",168,760239,22.1
,"Oregon","41","2007","2007","Female","F",40,737577,5.4
,"Oregon","41","2007","2007","Male","M",155,767582,20.2
,"Oregon","41","2008","2008","Female","F",42,745065,5.6
,"Oregon","41","2008","2008","Male","M",145,773060,18.8
,"Oregon","41","2009","2009","Female","F",44,749674,5.9
,"Oregon","41","2009","2009","Male","M",146,777352,18.8
,"Oregon","41","2010","2010","Female","F",37,749910,4.9
,"Oregon","41","2010","2010","Male","M",162,775858,20.9
,"Oregon","41","2011","2011","Female","F",43,753282,5.7
,"Oregon","41","2011","2011","Male","M",191,778637,24.5
,"Oregon","41","2012","2012","Female","F",53,755396,7.0
,"Oregon","41","2012","2012","Male","M",180,780522,23.1
,"Oregon","41","2013","2013","Female","F",48,761134,6.3
,"Oregon","41","2013","2013","Male","M",195,783420,24.9
,"Oregon","41","2014","2014","Female","F",58,767530,7.6
,"Oregon","41","2014","2014","Male","M",211,788981,26.7
,"Oregon","41","2015","2015","Female","F",56,778420,7.2
,"Oregon","41","2015","2015","Male","M",212,799912,26.5
,"Oregon","41","2016","2016","Female","F",57,790962,7.2
,"Oregon","41","2016","2016","Male","M",203,816993,24.8
,"Oregon","41","2017","2017","Female","F",54,802411,6.7
,"Oregon","41","2017","2017","Male","M",241,829618,29.0
,"Oregon","41","2018","2018","Female","F",80,811419,9.9
,"Oregon","41","2018","2018","Male","M",244,841236,29.0
,"Oregon","41","2019","2019","Female","F",65,815712,8.0
,"Oregon","41","2019","2019","Male","M",274,845434,32.4
,"Pennsylvania","42","1999","1999","Female","F",91,2490966,3.7
,"Pennsylvania","42","1999","1999","Male","M",447,2508599,17.8
,"Pennsylvania","42","2000","2000","Female","F",81,2477019,3.3
,"Pennsylvania","42","2000","2000","Male","M",453,2495788,18.2
,"Pennsylvania","42","2001","2001","Female","F",82,2457144,3.3
,"Pennsylvania","42","2001","2001","Male","M",433,2479428,17.5
,"Pennsylvania","42","2002","2002","Female","F",85,2446251,3.5
,"Pennsylvania","42","2002","2002","Male","M",457,2475471,18.5
,"Pennsylvania","42","2003","2003","Female","F",82,2438477,3.4
,"Pennsylvania","42","2003","2003","Male","M",421,2476411,17.0
,"Pennsylvania","42","2004","2004","Female","F",102,2427819,4.2
,"Pennsylvania","42","2004","2004","Male","M",415,2468287,16.8
,"Pennsylvania","42","2005","2005","Female","F",109,2418642,4.5
,"Pennsylvania","42","2005","2005","Male","M",410,2461733,16.7
,"Pennsylvania","42","2006","2006","Female","F",97,2415680,4.0
,"Pennsylvania","42","2006","2006","Male","M",415,2463900,16.8
,"Pennsylvania","42","2007","2007","Female","F",73,2411143,3.0
