"","state","year","five_year_age_groups","deaths","population","suicides_per_100k","spending","revenue","total_population","spending_per_100k","revenue_per_100k"
"532","California",2017,"15-19 years",187,2562668,7.3,4865039526.33333,1.68908e+11,39536653,12305137.5298089,427218763.308063
"533","California",2017,"20-24 years",335,2767775,12.1,4865039526.33333,1.68908e+11,39536653,12305137.5298089,427218763.308063
"534","California",2017,"25-29 years",371,3130234,11.9,4865039526.33333,1.68908e+11,39536653,12305137.5298089,427218763.308063
"535","California",2017,"30-34 years",344,2893545,11.9,4865039526.33333,1.68908e+11,39536653,12305137.5298089,427218763.308063
"536","California",2017,"35-39 years",314,2713487,11.6,4865039526.33333,1.68908e+11,39536653,12305137.5298089,427218763.308063
"537","California",2018,"10-14 years",27,2547973,1.1,5429067826,1.79273e+11,39557045,13724654.6752924,453201193.365177
"538","California",2018,"15-19 years",173,2545375,6.8,5429067826,1.79273e+11,39557045,13724654.6752924,453201193.365177
"539","California",2018,"20-24 years",346,2711800,12.8,5429067826,1.79273e+11,39557045,13724654.6752924,453201193.365177
"540","California",2018,"25-29 years",375,3125816,12,5429067826,1.79273e+11,39557045,13724654.6752924,453201193.365177
"541","California",2018,"30-34 years",351,2917983,12,5429067826,1.79273e+11,39557045,13724654.6752924,453201193.365177
"542","California",2018,"35-39 years",371,2754980,13.5,5429067826,1.79273e+11,39557045,13724654.6752924,453201193.365177
"543","California",2019,"10-14 years",27,2529137,1.1,5732891033,1.96649e+11,39512223,14509158.4267481,497691562.4312
"544","California",2019,"15-19 years",157,2533694,6.2,5732891033,1.96649e+11,39512223,14509158.4267481,497691562.4312
"545","California",2019,"20-24 years",341,2647279,12.9,5732891033,1.96649e+11,39512223,14509158.4267481,497691562.4312
"546","California",2019,"25-29 years",389,3094978,12.6,5732891033,1.96649e+11,39512223,14509158.4267481,497691562.4312
"547","California",2019,"30-34 years",386,2957974,13,5732891033,1.96649e+11,39512223,14509158.4267481,497691562.4312
"548","California",2019,"35-39 years",377,2780574,13.6,5732891033,1.96649e+11,39512223,14509158.4267481,497691562.4312
"549","Colorado",1999,"15-19 years",42,302365,13.9,171883776,6.747e+09,4226018,4067275.05656625,159653839.619235
"550","Colorado",1999,"20-24 years",45,294419,15.3,171883776,6.747e+09,4226018,4067275.05656625,159653839.619235
"551","Colorado",1999,"25-29 years",53,326929,16.2,171883776,6.747e+09,4226018,4067275.05656625,159653839.619235
"552","Colorado",1999,"30-34 years",49,327928,14.9,171883776,6.747e+09,4226018,4067275.05656625,159653839.619235
"553","Colorado",1999,"35-39 years",66,371857,17.7,171883776,6.747e+09,4226018,4067275.05656625,159653839.619235
"554","Colorado",2000,"15-19 years",40,307238,13,183175932,7.343e+09,4301261,4258656.51956484,170717377.996825
"555","Colorado",2000,"20-24 years",48,306238,15.7,183175932,7.343e+09,4301261,4258656.51956484,170717377.996825
"556","Colorado",2000,"25-29 years",56,331795,16.9,183175932,7.343e+09,4301261,4258656.51956484,170717377.996825
"557","Colorado",2000,"30-34 years",58,332232,17.5,183175932,7.343e+09,4301261,4258656.51956484,170717377.996825
"558","Colorado",2000,"35-39 years",55,366092,15,183175932,7.343e+09,4301261,4258656.51956484,170717377.996825
"559","Colorado",2001,"10-14 years",13,320321,4.1,205021953.333333,7.318e+09,4425687,4632545.25982821,165352859.341386
"560","Colorado",2001,"15-19 years",38,319058,11.9,205021953.333333,7.318e+09,4425687,4632545.25982821,165352859.341386
"561","Colorado",2001,"20-24 years",57,323532,17.6,205021953.333333,7.318e+09,4425687,4632545.25982821,165352859.341386
"562","Colorado",2001,"25-29 years",67,328262,20.4,205021953.333333,7.318e+09,4425687,4632545.25982821,165352859.341386
"563","Colorado",2001,"30-34 years",60,346383,17.3,205021953.333333,7.318e+09,4425687,4632545.25982821,165352859.341386
"564","Colorado",2001,"35-39 years",72,359051,20.1,205021953.333333,7.318e+09,4425687,4632545.25982821,165352859.341386
"565","Colorado",2002,"15-19 years",46,323712,14.2,233505190.333333,6.843e+09,4490406,5200090.82326483,152391565.484279
"566","Colorado",2002,"20-24 years",58,332961,17.4,233505190.333333,6.843e+09,4490406,5200090.82326483,152391565.484279
"567","Colorado",2002,"25-29 years",67,325998,20.6,233505190.333333,6.843e+09,4490406,5200090.82326483,152391565.484279
"568","Colorado",2002,"30-34 years",55,352813,15.6,233505190.333333,6.843e+09,4490406,5200090.82326483,152391565.484279
"569","Colorado",2002,"35-39 years",76,348863,21.8,233505190.333333,6.843e+09,4490406,5200090.82326483,152391565.484279
"570","Colorado",2003,"15-19 years",25,325785,7.7,250152277,6.713e+09,4528732,5523671.46035579,148231337.160159
"571","Colorado",2003,"20-24 years",57,334835,17,250152277,6.713e+09,4528732,5523671.46035579,148231337.160159
"572","Colorado",2003,"25-29 years",53,322088,16.5,250152277,6.713e+09,4528732,5523671.46035579,148231337.160159
"573","Colorado",2003,"30-34 years",61,350748,17.4,250152277,6.713e+09,4528732,5523671.46035579,148231337.160159
"574","Colorado",2003,"35-39 years",73,338697,21.6,250152277,6.713e+09,4528732,5523671.46035579,148231337.160159
"575","Colorado",2004,"10-14 years",11,324457,3.4,258242260,7.248e+09,4575013,5644623.52347414,158425779.336583
"576","Colorado",2004,"15-19 years",47,326646,14.4,258242260,7.248e+09,4575013,5644623.52347414,158425779.336583
"577","Colorado",2004,"20-24 years",56,338785,16.5,258242260,7.248e+09,4575013,5644623.52347414,158425779.336583
"578","Colorado",2004,"25-29 years",61,326122,18.7,258242260,7.248e+09,4575013,5644623.52347414,158425779.336583
"579","Colorado",2004,"30-34 years",72,347503,20.7,258242260,7.248e+09,4575013,5644623.52347414,158425779.336583
"580","Colorado",2004,"35-39 years",78,335046,23.3,258242260,7.248e+09,4575013,5644623.52347414,158425779.336583
"581","Colorado",2005,"15-19 years",51,331051,15.4,273099348,7.975e+09,4631888,5896069.7667992,172176011.164346
"582","Colorado",2005,"20-24 years",84,339556,24.7,273099348,7.975e+09,4631888,5896069.7667992,172176011.164346
"583","Colorado",2005,"25-29 years",50,327804,15.3,273099348,7.975e+09,4631888,5896069.7667992,172176011.164346
"584","Colorado",2005,"30-34 years",64,339536,18.8,273099348,7.975e+09,4631888,5896069.7667992,172176011.164346
"585","Colorado",2005,"35-39 years",63,338678,18.6,273099348,7.975e+09,4631888,5896069.7667992,172176011.164346
"586","Colorado",2006,"15-19 years",38,334123,11.4,291541112.666667,8.762e+09,4720423,6176164.9891687,185618958.300983
"587","Colorado",2006,"20-24 years",78,343668,22.7,291541112.666667,8.762e+09,4720423,6176164.9891687,185618958.300983
"588","Colorado",2006,"25-29 years",60,338467,17.7,291541112.666667,8.762e+09,4720423,6176164.9891687,185618958.300983
"589","Colorado",2006,"30-34 years",55,334947,16.4,291541112.666667,8.762e+09,4720423,6176164.9891687,185618958.300983
"590","Colorado",2006,"35-39 years",72,348239,20.7,291541112.666667,8.762e+09,4720423,6176164.9891687,185618958.300983
"591","Colorado",2007,"15-19 years",34,337309,10.1,327950907.666667,9.486e+09,4803868,6826809.30588989,197465875.415394
"592","Colorado",2007,"20-24 years",54,341920,15.8,327950907.666667,9.486e+09,4803868,6826809.30588989,197465875.415394
"593","Colorado",2007,"25-29 years",74,349048,21.2,327950907.666667,9.486e+09,4803868,6826809.30588989,197465875.415394
"594","Colorado",2007,"30-34 years",61,335759,18.2,327950907.666667,9.486e+09,4803868,6826809.30588989,197465875.415394
"595","Colorado",2007,"35-39 years",71,355948,19.9,327950907.666667,9.486e+09,4803868,6826809.30588989,197465875.415394
"596","Colorado",2008,"15-19 years",46,340380,13.5,337445034.333333,9.59e+09,4889730,6901097.49072716,196125348.434372
"597","Colorado",2008,"20-24 years",64,343707,18.6,337445034.333333,9.59e+09,4889730,6901097.49072716,196125348.434372
"598","Colorado",2008,"25-29 years",45,360077,12.5,337445034.333333,9.59e+09,4889730,6901097.49072716,196125348.434372
"599","Colorado",2008,"30-34 years",62,340567,18.2,337445034.333333,9.59e+09,4889730,6901097.49072716,196125348.434372
"600","Colorado",2008,"35-39 years",63,359009,17.5,337445034.333333,9.59e+09,4889730,6901097.49072716,196125348.434372
"601","Colorado",2009,"10-14 years",11,329032,3.3,353166718.333333,8.222e+09,4972195,7102833.22221541,165359564.538398
"602","Colorado",2009,"15-19 years",49,341224,14.4,353166718.333333,8.222e+09,4972195,7102833.22221541,165359564.538398
"603","Colorado",2009,"20-24 years",79,345713,22.9,353166718.333333,8.222e+09,4972195,7102833.22221541,165359564.538398
"604","Colorado",2009,"25-29 years",70,367384,19.1,353166718.333333,8.222e+09,4972195,7102833.22221541,165359564.538398
"605","Colorado",2009,"30-34 years",68,347863,19.5,353166718.333333,8.222e+09,4972195,7102833.22221541,165359564.538398
"606","Colorado",2009,"35-39 years",92,357441,25.7,353166718.333333,8.222e+09,4972195,7102833.22221541,165359564.538398
"607","Colorado",2010,"10-14 years",10,332654,3,361625571.333333,8.546e+09,5029196,7190524.51591335,169927757.836441
"608","Colorado",2010,"15-19 years",39,339475,11.5,361625571.333333,8.546e+09,5029196,7190524.51591335,169927757.836441
"609","Colorado",2010,"20-24 years",76,348615,21.8,361625571.333333,8.546e+09,5029196,7190524.51591335,169927757.836441
"610","Colorado",2010,"25-29 years",70,372459,18.8,361625571.333333,8.546e+09,5029196,7190524.51591335,169927757.836441
"611","Colorado",2010,"30-34 years",63,353819,17.8,361625571.333333,8.546e+09,5029196,7190524.51591335,169927757.836441
"612","Colorado",2010,"35-39 years",66,353605,18.7,361625571.333333,8.546e+09,5029196,7190524.51591335,169927757.836441
"613","Colorado",2011,"10-14 years",10,337983,3,360741548.666667,9.837e+09,5116796,7050145.22108497,192249212.202323
"614","Colorado",2011,"15-19 years",44,340042,12.9,360741548.666667,9.837e+09,5116796,7050145.22108497,192249212.202323
"615","Colorado",2011,"20-24 years",68,359574,18.9,360741548.666667,9.837e+09,5116796,7050145.22108497,192249212.202323
"616","Colorado",2011,"25-29 years",91,379274,24,360741548.666667,9.837e+09,5116796,7050145.22108497,192249212.202323
"617","Colorado",2011,"30-34 years",62,366733,16.9,360741548.666667,9.837e+09,5116796,7050145.22108497,192249212.202323
"618","Colorado",2011,"35-39 years",78,345968,22.5,360741548.666667,9.837e+09,5116796,7050145.22108497,192249212.202323
"619","Colorado",2012,"10-14 years",13,341626,3.8,364899570.333333,1.0622e+10,5187582,7034097.39515122,204758209.123249
"620","Colorado",2012,"15-19 years",40,339447,11.8,364899570.333333,1.0622e+10,5187582,7034097.39515122,204758209.123249
"621","Colorado",2012,"20-24 years",87,365253,23.8,364899570.333333,1.0622e+10,5187582,7034097.39515122,204758209.123249
"622","Colorado",2012,"25-29 years",86,384243,22.4,364899570.333333,1.0622e+10,5187582,7034097.39515122,204758209.123249
"623","Colorado",2012,"30-34 years",100,377427,26.5,364899570.333333,1.0622e+10,5187582,7034097.39515122,204758209.123249
"624","Colorado",2012,"35-39 years",80,346303,23.1,364899570.333333,1.0622e+10,5187582,7034097.39515122,204758209.123249
"625","Colorado",2013,"10-14 years",12,348251,3.4,378925203.333333,1.1493e+10,5268367,7192460.26963067,218151089.322365
"626","Colorado",2013,"15-19 years",48,339507,14.1,378925203.333333,1.1493e+10,5268367,7192460.26963067,218151089.322365
"627","Colorado",2013,"20-24 years",83,374846,22.1,378925203.333333,1.1493e+10,5268367,7192460.26963067,218151089.322365
"628","Colorado",2013,"25-29 years",77,391452,19.7,378925203.333333,1.1493e+10,5268367,7192460.26963067,218151089.322365
"629","Colorado",2013,"30-34 years",82,388234,21.1,378925203.333333,1.1493e+10,5268367,7192460.26963067,218151089.322365
"630","Colorado",2013,"35-39 years",75,352127,21.3,378925203.333333,1.1493e+10,5268367,7192460.26963067,218151089.322365
"631","Colorado",2014,"10-14 years",19,353628,5.4,406142501,1.2333e+10,5355866,7583134.10006897,230270884.297703
"632","Colorado",2014,"15-19 years",44,343288,12.8,406142501,1.2333e+10,5355866,7583134.10006897,230270884.297703
"633","Colorado",2014,"20-24 years",87,382932,22.7,406142501,1.2333e+10,5355866,7583134.10006897,230270884.297703
"634","Colorado",2014,"25-29 years",91,401531,22.7,406142501,1.2333e+10,5355866,7583134.10006897,230270884.297703
"635","Colorado",2014,"30-34 years",84,397396,21.1,406142501,1.2333e+10,5355866,7583134.10006897,230270884.297703
"636","Colorado",2014,"35-39 years",101,361125,28,406142501,1.2333e+10,5355866,7583134.10006897,230270884.297703
"637","Colorado",2015,"10-14 years",17,357834,4.8,440704907,1.2927e+10,5456574,8076586.27922942,236906894.326
"638","Colorado",2015,"15-19 years",73,348825,20.9,440704907,1.2927e+10,5456574,8076586.27922942,236906894.326
"639","Colorado",2015,"20-24 years",93,390067,23.8,440704907,1.2927e+10,5456574,8076586.27922942,236906894.326
"640","Colorado",2015,"25-29 years",85,416394,20.4,440704907,1.2927e+10,5456574,8076586.27922942,236906894.326
"641","Colorado",2015,"30-34 years",102,406938,25.1,440704907,1.2927e+10,5456574,8076586.27922942,236906894.326
"642","Colorado",2015,"35-39 years",75,373683,20.1,440704907,1.2927e+10,5456574,8076586.27922942,236906894.326
"643","Colorado",2016,"10-14 years",12,359675,3.3,485858482.666667,1.2931e+10,5540545,8769146.04369546,233388592.63845
"644","Colorado",2016,"15-19 years",67,354394,18.9,485858482.666667,1.2931e+10,5540545,8769146.04369546,233388592.63845
"645","Colorado",2016,"20-24 years",101,390626,25.9,485858482.666667,1.2931e+10,5540545,8769146.04369546,233388592.63845
"646","Colorado",2016,"25-29 years",116,426572,27.2,485858482.666667,1.2931e+10,5540545,8769146.04369546,233388592.63845
"647","Colorado",2016,"30-34 years",106,415837,25.5,485858482.666667,1.2931e+10,5540545,8769146.04369546,233388592.63845
"648","Colorado",2016,"35-39 years",99,386232,25.6,485858482.666667,1.2931e+10,5540545,8769146.04369546,233388592.63845
"649","Colorado",2017,"10-14 years",23,363136,6.3,532511678,1.385e+10,5607154,9497004.68365948,247005878.561566
"650","Colorado",2017,"15-19 years",76,356450,21.3,532511678,1.385e+10,5607154,9497004.68365948,247005878.561566
"651","Colorado",2017,"20-24 years",93,377367,24.6,532511678,1.385e+10,5607154,9497004.68365948,247005878.561566
"652","Colorado",2017,"25-29 years",119,440350,27,532511678,1.385e+10,5607154,9497004.68365948,247005878.561566
"653","Colorado",2017,"30-34 years",109,430312,25.3,532511678,1.385e+10,5607154,9497004.68365948,247005878.561566
"654","Colorado",2017,"35-39 years",100,401373,24.9,532511678,1.385e+10,5607154,9497004.68365948,247005878.561566
"655","Colorado",2018,"10-14 years",24,365378,6.6,602125060.666667,1.5226e+10,5695564,10571825.0320191,267330856.083787
"656","Colorado",2018,"15-19 years",70,363364,19.3,602125060.666667,1.5226e+10,5695564,10571825.0320191,267330856.083787
"657","Colorado",2018,"20-24 years",111,378514,29.3,602125060.666667,1.5226e+10,5695564,10571825.0320191,267330856.083787
"658","Colorado",2018,"25-29 years",123,453907,27.1,602125060.666667,1.5226e+10,5695564,10571825.0320191,267330856.083787
"659","Colorado",2018,"30-34 years",125,440515,28.4,602125060.666667,1.5226e+10,5695564,10571825.0320191,267330856.083787
"660","Colorado",2018,"35-39 years",130,415058,31.3,602125060.666667,1.5226e+10,5695564,10571825.0320191,267330856.083787
"661","Colorado",2019,"10-14 years",21,363539,5.8,683715297.666667,1.5392e+10,5758736,11872662.6410147,267280875.525463
"662","Colorado",2019,"15-19 years",82,365448,22.4,683715297.666667,1.5392e+10,5758736,11872662.6410147,267280875.525463
"663","Colorado",2019,"20-24 years",104,377765,27.5,683715297.666667,1.5392e+10,5758736,11872662.6410147,267280875.525463
"664","Colorado",2019,"25-29 years",138,461160,29.9,683715297.666667,1.5392e+10,5758736,11872662.6410147,267280875.525463
"665","Colorado",2019,"30-34 years",129,452194,28.5,683715297.666667,1.5392e+10,5758736,11872662.6410147,267280875.525463
"666","Colorado",2019,"35-39 years",116,425517,27.3,683715297.666667,1.5392e+10,5758736,11872662.6410147,267280875.525463
"667","Connecticut",1999,"15-19 years",12,213162,5.6,289227572,9.235e+09,3386401,8540854.1988973,272708400.45228
"668","Connecticut",1999,"20-24 years",19,185894,10.2,289227572,9.235e+09,3386401,8540854.1988973,272708400.45228
"669","Connecticut",1999,"25-29 years",16,207932,7.7,289227572,9.235e+09,3386401,8540854.1988973,272708400.45228
"670","Connecticut",1999,"30-34 years",24,254504,9.4,289227572,9.235e+09,3386401,8540854.1988973,272708400.45228
"671","Connecticut",1999,"35-39 years",37,293075,12.6,289227572,9.235e+09,3386401,8540854.1988973,272708400.45228
"672","Connecticut",2000,"15-19 years",17,216627,7.8,303940147.333333,9.522e+09,3405565,8924808.28682857,279601182.182692
"673","Connecticut",2000,"20-24 years",15,187571,8,303940147.333333,9.522e+09,3405565,8924808.28682857,279601182.182692
"674","Connecticut",2000,"25-29 years",20,201467,9.9,303940147.333333,9.522e+09,3405565,8924808.28682857,279601182.182692
"675","Connecticut",2000,"30-34 years",23,250173,9.2,303940147.333333,9.522e+09,3405565,8924808.28682857,279601182.182692
"676","Connecticut",2000,"35-39 years",39,290866,13.4,303940147.333333,9.522e+09,3405565,8924808.28682857,279601182.182692
"677","Connecticut",2001,"15-19 years",21,225932,9.3,322416103,9.829e+09,3432835,9392123.50724693,286323111.946831
"678","Connecticut",2001,"20-24 years",17,189619,9,322416103,9.829e+09,3432835,9392123.50724693,286323111.946831
"679","Connecticut",2001,"25-29 years",20,191917,10.4,322416103,9.829e+09,3432835,9392123.50724693,286323111.946831
"680","Connecticut",2001,"30-34 years",24,245375,9.8,322416103,9.829e+09,3432835,9392123.50724693,286323111.946831
"681","Connecticut",2001,"35-39 years",28,284856,9.8,322416103,9.829e+09,3432835,9392123.50724693,286323111.946831
"682","Connecticut",2002,"15-19 years",13,232848,5.6,341911114.333333,9.214e+09,3458749,9885398.28514105,266396896.68143
"683","Connecticut",2002,"20-24 years",12,193805,6.2,341911114.333333,9.214e+09,3458749,9885398.28514105,266396896.68143
"684","Connecticut",2002,"25-29 years",15,190223,7.9,341911114.333333,9.214e+09,3458749,9885398.28514105,266396896.68143
"685","Connecticut",2002,"30-34 years",26,241267,10.8,341911114.333333,9.214e+09,3458749,9885398.28514105,266396896.68143
"686","Connecticut",2002,"35-39 years",24,277934,8.6,341911114.333333,9.214e+09,3458749,9885398.28514105,266396896.68143
"687","Connecticut",2003,"20-24 years",17,199807,8.5,365171225.666667,9.662e+09,3484336,10480367.7276436,277298171.014506
"688","Connecticut",2003,"25-29 years",15,191110,7.8,365171225.666667,9.662e+09,3484336,10480367.7276436,277298171.014506
"689","Connecticut",2003,"30-34 years",26,234457,11.1,365171225.666667,9.662e+09,3484336,10480367.7276436,277298171.014506
"690","Connecticut",2003,"35-39 years",19,272111,7,365171225.666667,9.662e+09,3484336,10480367.7276436,277298171.014506
"691","Connecticut",2004,"20-24 years",27,204471,13.2,397143903,1.0514e+10,3496094,11359646.0221035,300735620.952983
"692","Connecticut",2004,"25-29 years",23,192328,12,397143903,1.0514e+10,3496094,11359646.0221035,300735620.952983
"693","Connecticut",2004,"30-34 years",16,225636,7.1,397143903,1.0514e+10,3496094,11359646.0221035,300735620.952983
"694","Connecticut",2004,"35-39 years",25,263204,9.5,397143903,1.0514e+10,3496094,11359646.0221035,300735620.952983
"695","Connecticut",2005,"15-19 years",10,248504,4,437863483,1.1896e+10,3506956,12485571.0479401,339211555.548459
"696","Connecticut",2005,"20-24 years",21,210846,10,437863483,1.1896e+10,3506956,12485571.0479401,339211555.548459
"697","Connecticut",2005,"25-29 years",15,193585,7.7,437863483,1.1896e+10,3506956,12485571.0479401,339211555.548459
"698","Connecticut",2005,"30-34 years",17,215637,7.9,437863483,1.1896e+10,3506956,12485571.0479401,339211555.548459
"699","Connecticut",2005,"35-39 years",37,258112,14.3,437863483,1.1896e+10,3506956,12485571.0479401,339211555.548459
"700","Connecticut",2006,"15-19 years",17,251840,6.8,468722127,1.2245e+10,3517460,13325585.1381395,348120518.78344
"701","Connecticut",2006,"20-24 years",17,215159,7.9,468722127,1.2245e+10,3517460,13325585.1381395,348120518.78344
"702","Connecticut",2006,"25-29 years",21,195543,10.7,468722127,1.2245e+10,3517460,13325585.1381395,348120518.78344
"703","Connecticut",2006,"30-34 years",23,207734,11.1,468722127,1.2245e+10,3517460,13325585.1381395,348120518.78344
"704","Connecticut",2006,"35-39 years",30,253158,11.9,468722127,1.2245e+10,3517460,13325585.1381395,348120518.78344
"705","Connecticut",2007,"15-19 years",17,253564,6.7,496965938.666667,1.3025e+10,3527270,14089251.4229607,369265749.43228
"706","Connecticut",2007,"20-24 years",16,218128,7.3,496965938.666667,1.3025e+10,3527270,14089251.4229607,369265749.43228
"707","Connecticut",2007,"25-29 years",18,198786,9.1,496965938.666667,1.3025e+10,3527270,14089251.4229607,369265749.43228
"708","Connecticut",2007,"30-34 years",14,203854,6.9,496965938.666667,1.3025e+10,3527270,14089251.4229607,369265749.43228
"709","Connecticut",2007,"35-39 years",17,247350,6.9,496965938.666667,1.3025e+10,3527270,14089251.4229607,369265749.43228
"710","Connecticut",2008,"15-19 years",14,254565,5.5,528445976,1.4247e+10,3545579,14904363.3211952,401824356.47323
"711","Connecticut",2008,"20-24 years",21,220127,9.5,528445976,1.4247e+10,3545579,14904363.3211952,401824356.47323
"712","Connecticut",2008,"25-29 years",21,206261,10.2,528445976,1.4247e+10,3545579,14904363.3211952,401824356.47323
"713","Connecticut",2008,"30-34 years",18,202930,8.9,528445976,1.4247e+10,3545579,14904363.3211952,401824356.47323
"714","Connecticut",2008,"35-39 years",25,239823,10.4,528445976,1.4247e+10,3545579,14904363.3211952,401824356.47323
"715","Connecticut",2009,"15-19 years",15,253688,5.9,539165349.333333,1.1879e+10,3561807,15137410.5709078,333510490.602102
"716","Connecticut",2009,"20-24 years",27,224524,12,539165349.333333,1.1879e+10,3561807,15137410.5709078,333510490.602102
"717","Connecticut",2009,"25-29 years",18,210390,8.6,539165349.333333,1.1879e+10,3561807,15137410.5709078,333510490.602102
"718","Connecticut",2009,"30-34 years",22,204925,10.7,539165349.333333,1.1879e+10,3561807,15137410.5709078,333510490.602102
"719","Connecticut",2009,"35-39 years",35,230386,15.2,539165349.333333,1.1879e+10,3561807,15137410.5709078,333510490.602102
"720","Connecticut",2010,"15-19 years",12,250834,4.8,550186692.333333,1.2665e+10,3574097,15393725.8091578,354355239.938927
"721","Connecticut",2010,"20-24 years",27,227898,11.8,550186692.333333,1.2665e+10,3574097,15393725.8091578,354355239.938927
"722","Connecticut",2010,"25-29 years",29,214145,13.5,550186692.333333,1.2665e+10,3574097,15393725.8091578,354355239.938927
"723","Connecticut",2010,"30-34 years",19,206232,9.2,550186692.333333,1.2665e+10,3574097,15393725.8091578,354355239.938927
"724","Connecticut",2010,"35-39 years",21,222401,9.4,550186692.333333,1.2665e+10,3574097,15393725.8091578,354355239.938927
"725","Connecticut",2011,"15-19 years",16,252973,6.3,580439396.666667,1.4428e+10,3580709,16210180.6281009,402936960.250051
"726","Connecticut",2011,"20-24 years",26,227188,11.4,580439396.666667,1.4428e+10,3580709,16210180.6281009,402936960.250051
"727","Connecticut",2011,"25-29 years",28,217952,12.8,580439396.666667,1.4428e+10,3580709,16210180.6281009,402936960.250051
"728","Connecticut",2011,"30-34 years",21,209979,10,580439396.666667,1.4428e+10,3580709,16210180.6281009,402936960.250051
"729","Connecticut",2011,"35-39 years",31,211669,14.6,580439396.666667,1.4428e+10,3580709,16210180.6281009,402936960.250051
"730","Connecticut",2012,"15-19 years",16,255676,6.3,598843014.333333,1.5402e+10,3590347,16679251.7362064,428983605.205848
"731","Connecticut",2012,"20-24 years",21,228946,9.2,598843014.333333,1.5402e+10,3590347,16679251.7362064,428983605.205848
"732","Connecticut",2012,"25-29 years",24,220289,10.9,598843014.333333,1.5402e+10,3590347,16679251.7362064,428983605.205848
"733","Connecticut",2012,"30-34 years",24,214261,11.2,598843014.333333,1.5402e+10,3590347,16679251.7362064,428983605.205848
"734","Connecticut",2012,"35-39 years",29,207877,14,598843014.333333,1.5402e+10,3590347,16679251.7362064,428983605.205848
"735","Connecticut",2013,"20-24 years",17,236408,7.2,619879149.333333,1.6336e+10,3596080,17237635.1286215,454272429.979311
"736","Connecticut",2013,"25-29 years",20,222098,9,619879149.333333,1.6336e+10,3596080,17237635.1286215,454272429.979311
"737","Connecticut",2013,"30-34 years",22,217495,10.1,619879149.333333,1.6336e+10,3596080,17237635.1286215,454272429.979311
"738","Connecticut",2013,"35-39 years",22,206853,10.6,619879149.333333,1.6336e+10,3596080,17237635.1286215,454272429.979311
"739","Connecticut",2014,"15-19 years",15,252271,5.9,644347027,1.5859e+10,3596677,17915065.1281725,440934785.080784
"740","Connecticut",2014,"20-24 years",30,243786,12.3,644347027,1.5859e+10,3596677,17915065.1281725,440934785.080784
"741","Connecticut",2014,"25-29 years",15,221880,6.8,644347027,1.5859e+10,3596677,17915065.1281725,440934785.080784
"742","Connecticut",2014,"30-34 years",14,219432,6.4,644347027,1.5859e+10,3596677,17915065.1281725,440934785.080784
"743","Connecticut",2014,"35-39 years",32,208434,15.4,644347027,1.5859e+10,3596677,17915065.1281725,440934785.080784
"744","Connecticut",2015,"15-19 years",14,250335,5.6,669267330.333333,1.6467e+10,3590886,18637944.2380887,458577632.372623
"745","Connecticut",2015,"20-24 years",21,246800,8.5,669267330.333333,1.6467e+10,3590886,18637944.2380887,458577632.372623
"746","Connecticut",2015,"25-29 years",23,221109,10.4,669267330.333333,1.6467e+10,3590886,18637944.2380887,458577632.372623
"747","Connecticut",2015,"30-34 years",26,220441,11.8,669267330.333333,1.6467e+10,3590886,18637944.2380887,458577632.372623
"748","Connecticut",2015,"35-39 years",20,211182,9.5,669267330.333333,1.6467e+10,3590886,18637944.2380887,458577632.372623
"749","Connecticut",2016,"15-19 years",12,247426,4.8,682467016,1.6251e+10,3576452,19082236.1379378,454388874.784283
"750","Connecticut",2016,"20-24 years",22,247820,8.9,682467016,1.6251e+10,3576452,19082236.1379378,454388874.784283
"751","Connecticut",2016,"25-29 years",28,220179,12.7,682467016,1.6251e+10,3576452,19082236.1379378,454388874.784283
"752","Connecticut",2016,"30-34 years",26,221842,11.7,682467016,1.6251e+10,3576452,19082236.1379378,454388874.784283
"753","Connecticut",2016,"35-39 years",36,212996,16.9,682467016,1.6251e+10,3576452,19082236.1379378,454388874.784283
"754","Connecticut",2017,"15-19 years",24,245081,9.8,710440643,1.6164e+10,3588184,19799448.4953949,450478570.775635
"755","Connecticut",2017,"20-24 years",28,248134,11.3,710440643,1.6164e+10,3588184,19799448.4953949,450478570.775635
"756","Connecticut",2017,"25-29 years",19,222575,8.5,710440643,1.6164e+10,3588184,19799448.4953949,450478570.775635
"757","Connecticut",2017,"30-34 years",30,221623,13.5,710440643,1.6164e+10,3588184,19799448.4953949,450478570.775635
"758","Connecticut",2017,"35-39 years",33,215791,15.3,710440643,1.6164e+10,3588184,19799448.4953949,450478570.775635
"759","Connecticut",2018,"15-19 years",14,241904,5.8,746833683.333333,1.7267e+10,3572665,20904106.1317905,483308678.535491
"760","Connecticut",2018,"20-24 years",26,243116,10.7,746833683.333333,1.7267e+10,3572665,20904106.1317905,483308678.535491
"761","Connecticut",2018,"25-29 years",23,222923,10.3,746833683.333333,1.7267e+10,3572665,20904106.1317905,483308678.535491
"762","Connecticut",2018,"30-34 years",23,222467,10.3,746833683.333333,1.7267e+10,3572665,20904106.1317905,483308678.535491
"763","Connecticut",2018,"35-39 years",27,217876,12.4,746833683.333333,1.7267e+10,3572665,20904106.1317905,483308678.535491
"764","Connecticut",2019,"15-19 years",20,238872,8.4,794779146,1.9088e+10,3565287,22292150.5617921,535384668.892013
"765","Connecticut",2019,"20-24 years",25,239931,10.4,794779146,1.9088e+10,3565287,22292150.5617921,535384668.892013
