"","state","year","five_year_age_groups","deaths","population","suicides_per_100k","spending","revenue","total_population","spending_per_100k","revenue_per_100k"
"1","Alabama",1999,"15-19 years",33,327789,10.1,182987611,6.08e+09,4430141,4130514.37866199,137241681.472441
"2","Alabama",1999,"20-24 years",56,306182,18.3,182987611,6.08e+09,4430141,4130514.37866199,137241681.472441
"3","Alabama",1999,"25-29 years",38,307028,12.4,182987611,6.08e+09,4430141,4130514.37866199,137241681.472441
"4","Alabama",1999,"30-34 years",45,301295,14.9,182987611,6.08e+09,4430141,4130514.37866199,137241681.472441
"5","Alabama",1999,"35-39 years",53,342932,15.5,182987611,6.08e+09,4430141,4130514.37866199,137241681.472441
"6","Alabama",2000,"15-19 years",25,324580,7.7,190911353.666667,6.218e+09,4447100,4292940.42559571,139821456.679634
"7","Alabama",2000,"20-24 years",43,306865,14,190911353.666667,6.218e+09,4447100,4292940.42559571,139821456.679634
"8","Alabama",2000,"25-29 years",48,301196,15.9,190911353.666667,6.218e+09,4447100,4292940.42559571,139821456.679634
"9","Alabama",2000,"30-34 years",50,301819,16.6,190911353.666667,6.218e+09,4447100,4292940.42559571,139821456.679634
"10","Alabama",2000,"35-39 years",69,340300,20.3,190911353.666667,6.218e+09,4447100,4292940.42559571,139821456.679634
"11","Alabama",2001,"15-19 years",27,321866,8.4,201151093,6.296e+09,4467634,4502407.60545739,140924704.217042
"12","Alabama",2001,"20-24 years",38,318741,11.9,201151093,6.296e+09,4467634,4502407.60545739,140924704.217042
"13","Alabama",2001,"25-29 years",53,286763,18.5,201151093,6.296e+09,4467634,4502407.60545739,140924704.217042
"14","Alabama",2001,"30-34 years",40,302186,13.2,201151093,6.296e+09,4467634,4502407.60545739,140924704.217042
"15","Alabama",2001,"35-39 years",52,330870,15.7,201151093,6.296e+09,4467634,4502407.60545739,140924704.217042
"16","Alabama",2002,"15-19 years",23,320749,7.2,216290343.666667,6.408e+09,4480089,4827813.54715647,143032872.784447
"17","Alabama",2002,"20-24 years",37,322812,11.5,216290343.666667,6.408e+09,4480089,4827813.54715647,143032872.784447
"18","Alabama",2002,"25-29 years",43,281003,15.3,216290343.666667,6.408e+09,4480089,4827813.54715647,143032872.784447
"19","Alabama",2002,"30-34 years",35,302668,11.6,216290343.666667,6.408e+09,4480089,4827813.54715647,143032872.784447
"20","Alabama",2002,"35-39 years",51,321114,15.9,216290343.666667,6.408e+09,4480089,4827813.54715647,143032872.784447
"21","Alabama",2003,"15-19 years",19,321655,5.9,230427297.333333,6.637e+09,4503491,5116637.23394436,147374558.981022
"22","Alabama",2003,"20-24 years",43,326983,13.2,230427297.333333,6.637e+09,4503491,5116637.23394436,147374558.981022
"23","Alabama",2003,"25-29 years",46,280387,16.4,230427297.333333,6.637e+09,4503491,5116637.23394436,147374558.981022
"24","Alabama",2003,"30-34 years",44,302722,14.5,230427297.333333,6.637e+09,4503491,5116637.23394436,147374558.981022
"25","Alabama",2003,"35-39 years",41,312160,13.1,230427297.333333,6.637e+09,4503491,5116637.23394436,147374558.981022
"26","Alabama",2004,"15-19 years",30,325095,9.2,249902153.666667,7.144e+09,4530729,5515716.20519935,157678819.45709
"27","Alabama",2004,"20-24 years",55,326749,16.8,249902153.666667,7.144e+09,4530729,5515716.20519935,157678819.45709
"28","Alabama",2004,"25-29 years",31,283864,10.9,249902153.666667,7.144e+09,4530729,5515716.20519935,157678819.45709
"29","Alabama",2004,"30-34 years",39,299896,13,249902153.666667,7.144e+09,4530729,5515716.20519935,157678819.45709
"30","Alabama",2004,"35-39 years",47,305558,15.4,249902153.666667,7.144e+09,4530729,5515716.20519935,157678819.45709
"31","Alabama",2005,"15-19 years",24,330753,7.3,281358339.666667,7.915e+09,4569805,6156900.34184537,173202138.822116
"32","Alabama",2005,"20-24 years",41,326727,12.5,281358339.666667,7.915e+09,4569805,6156900.34184537,173202138.822116
"33","Alabama",2005,"25-29 years",38,290568,13.1,281358339.666667,7.915e+09,4569805,6156900.34184537,173202138.822116
"34","Alabama",2005,"30-34 years",41,295263,13.9,281358339.666667,7.915e+09,4569805,6156900.34184537,173202138.822116
"35","Alabama",2005,"35-39 years",48,303456,15.8,281358339.666667,7.915e+09,4569805,6156900.34184537,173202138.822116
"36","Alabama",2006,"15-19 years",33,337003,9.8,318196112.666667,8.689e+09,4628981,6873999.10837108,187708698.739528
"37","Alabama",2006,"20-24 years",53,326239,16.2,318196112.666667,8.689e+09,4628981,6873999.10837108,187708698.739528
"38","Alabama",2006,"25-29 years",58,302813,19.2,318196112.666667,8.689e+09,4628981,6873999.10837108,187708698.739528
"39","Alabama",2006,"30-34 years",47,288248,16.3,318196112.666667,8.689e+09,4628981,6873999.10837108,187708698.739528
"40","Alabama",2006,"35-39 years",54,308663,17.5,318196112.666667,8.689e+09,4628981,6873999.10837108,187708698.739528
"41","Alabama",2007,"15-19 years",17,341279,5,356851850,8.928e+09,4672840,7636723.0634903,191061538.593232
"42","Alabama",2007,"20-24 years",57,327293,17.4,356851850,8.928e+09,4672840,7636723.0634903,191061538.593232
"43","Alabama",2007,"25-29 years",44,307619,14.3,356851850,8.928e+09,4672840,7636723.0634903,191061538.593232
"44","Alabama",2007,"30-34 years",54,286033,18.9,356851850,8.928e+09,4672840,7636723.0634903,191061538.593232
"45","Alabama",2007,"35-39 years",54,312470,17.3,356851850,8.928e+09,4672840,7636723.0634903,191061538.593232
"46","Alabama",2008,"15-19 years",24,345580,6.9,372587174.333333,8.92e+09,4718206,7896797.5186614,189054907.733999
"47","Alabama",2008,"20-24 years",56,328751,17,372587174.333333,8.92e+09,4718206,7896797.5186614,189054907.733999
"48","Alabama",2008,"25-29 years",42,311504,13.5,372587174.333333,8.92e+09,4718206,7896797.5186614,189054907.733999
"49","Alabama",2008,"30-34 years",62,287272,21.6,372587174.333333,8.92e+09,4718206,7896797.5186614,189054907.733999
"50","Alabama",2008,"35-39 years",46,313869,14.7,372587174.333333,8.92e+09,4718206,7896797.5186614,189054907.733999
"51","Alabama",2009,"15-19 years",24,346611,6.9,379675766.666667,8.321e+09,4757938,7979838.46503814,174886684.105594
"52","Alabama",2009,"20-24 years",47,332117,14.2,379675766.666667,8.321e+09,4757938,7979838.46503814,174886684.105594
"53","Alabama",2009,"25-29 years",38,312199,12.2,379675766.666667,8.321e+09,4757938,7979838.46503814,174886684.105594
"54","Alabama",2009,"30-34 years",50,293352,17,379675766.666667,8.321e+09,4757938,7979838.46503814,174886684.105594
"55","Alabama",2009,"35-39 years",51,312797,16.3,379675766.666667,8.321e+09,4757938,7979838.46503814,174886684.105594
"56","Alabama",2010,"15-19 years",29,343471,8.4,382464042,8.296e+09,4779736,8001781.73020435,173566071.43156
"57","Alabama",2010,"20-24 years",46,335322,13.7,382464042,8.296e+09,4779736,8001781.73020435,173566071.43156
"58","Alabama",2010,"25-29 years",62,311034,19.9,382464042,8.296e+09,4779736,8001781.73020435,173566071.43156
"59","Alabama",2010,"30-34 years",52,297888,17.5,382464042,8.296e+09,4779736,8001781.73020435,173566071.43156
"60","Alabama",2010,"35-39 years",51,308430,16.5,382464042,8.296e+09,4779736,8001781.73020435,173566071.43156
"61","Alabama",2011,"15-19 years",29,333831,8.7,373060129.333333,8.424e+09,4802740,7767651.99309838,175399875.904171
"62","Alabama",2011,"20-24 years",50,347404,14.4,373060129.333333,8.424e+09,4802740,7767651.99309838,175399875.904171
"63","Alabama",2011,"25-29 years",57,309992,18.4,373060129.333333,8.424e+09,4802740,7767651.99309838,175399875.904171
"64","Alabama",2011,"30-34 years",60,304515,19.7,373060129.333333,8.424e+09,4802740,7767651.99309838,175399875.904171
"65","Alabama",2011,"35-39 years",49,295883,16.6,373060129.333333,8.424e+09,4802740,7767651.99309838,175399875.904171
"66","Alabama",2012,"15-19 years",29,323731,9,372763054,8.823e+09,4822023,7730428.78476523,182972997.018057
"67","Alabama",2012,"20-24 years",38,352881,10.8,372763054,8.823e+09,4822023,7730428.78476523,182972997.018057
"68","Alabama",2012,"25-29 years",64,310155,20.6,372763054,8.823e+09,4822023,7730428.78476523,182972997.018057
"69","Alabama",2012,"30-34 years",42,307602,13.7,372763054,8.823e+09,4822023,7730428.78476523,182972997.018057
"70","Alabama",2012,"35-39 years",53,292125,18.1,372763054,8.823e+09,4822023,7730428.78476523,182972997.018057
"71","Alabama",2013,"15-19 years",25,320850,7.8,386702740.333333,9.089e+09,4833722,8000103.03309403,188033155.402814
"72","Alabama",2013,"20-24 years",54,355333,15.2,386702740.333333,9.089e+09,4833722,8000103.03309403,188033155.402814
"73","Alabama",2013,"25-29 years",57,311543,18.3,386702740.333333,9.089e+09,4833722,8000103.03309403,188033155.402814
"74","Alabama",2013,"30-34 years",53,309441,17.1,386702740.333333,9.089e+09,4833722,8000103.03309403,188033155.402814
"75","Alabama",2013,"35-39 years",50,291746,17.1,386702740.333333,9.089e+09,4833722,8000103.03309403,188033155.402814
"76","Alabama",2014,"10-14 years",10,314454,3.2,403511452.333333,9.162e+09,4849377,8320892.60812952,188931485.42586
"77","Alabama",2014,"15-19 years",22,317852,6.9,403511452.333333,9.162e+09,4849377,8320892.60812952,188931485.42586
"78","Alabama",2014,"20-24 years",42,353346,11.9,403511452.333333,9.162e+09,4849377,8320892.60812952,188931485.42586
"79","Alabama",2014,"25-29 years",53,316651,16.7,403511452.333333,9.162e+09,4849377,8320892.60812952,188931485.42586
"80","Alabama",2014,"30-34 years",64,309736,20.7,403511452.333333,9.162e+09,4849377,8320892.60812952,188931485.42586
"81","Alabama",2014,"35-39 years",66,293677,22.5,403511452.333333,9.162e+09,4849377,8320892.60812952,188931485.42586
"82","Alabama",2015,"15-19 years",32,319561,10,417633263,9.556e+09,4858979,8595082.69124028,196666830.624294
"83","Alabama",2015,"20-24 years",56,343621,16.3,417633263,9.556e+09,4858979,8595082.69124028,196666830.624294
"84","Alabama",2015,"25-29 years",64,325204,19.7,417633263,9.556e+09,4858979,8595082.69124028,196666830.624294
"85","Alabama",2015,"30-34 years",54,307522,17.6,417633263,9.556e+09,4858979,8595082.69124028,196666830.624294
"86","Alabama",2015,"35-39 years",56,297279,18.8,417633263,9.556e+09,4858979,8595082.69124028,196666830.624294
"87","Alabama",2016,"15-19 years",33,320546,10.3,438103858.666667,9.772e+09,4863300,9008365.89695611,200933522.505295
"88","Alabama",2016,"20-24 years",59,333330,17.7,438103858.666667,9.772e+09,4863300,9008365.89695611,200933522.505295
"89","Alabama",2016,"25-29 years",68,332135,20.5,438103858.666667,9.772e+09,4863300,9008365.89695611,200933522.505295
"90","Alabama",2016,"30-34 years",62,305352,20.3,438103858.666667,9.772e+09,4863300,9008365.89695611,200933522.505295
"91","Alabama",2016,"35-39 years",59,301057,19.6,438103858.666667,9.772e+09,4863300,9008365.89695611,200933522.505295
"92","Alabama",2017,"10-14 years",16,308459,5.2,456435225.333333,1.0133e+10,4874747,9363259.78216579,207867198.030995
"93","Alabama",2017,"15-19 years",22,318807,6.9,456435225.333333,1.0133e+10,4874747,9363259.78216579,207867198.030995
"94","Alabama",2017,"20-24 years",71,329597,21.5,456435225.333333,1.0133e+10,4874747,9363259.78216579,207867198.030995
"95","Alabama",2017,"25-29 years",61,338151,18,456435225.333333,1.0133e+10,4874747,9363259.78216579,207867198.030995
"96","Alabama",2017,"30-34 years",63,302151,20.9,456435225.333333,1.0133e+10,4874747,9363259.78216579,207867198.030995
"97","Alabama",2017,"35-39 years",72,302111,23.8,456435225.333333,1.0133e+10,4874747,9363259.78216579,207867198.030995
"98","Alabama",2018,"15-19 years",43,315680,13.6,478633600,1.0859e+10,4887871,9792271.52271408,222162164.263337
"99","Alabama",2018,"20-24 years",66,325220,20.3,478633600,1.0859e+10,4887871,9792271.52271408,222162164.263337
"100","Alabama",2018,"25-29 years",74,340014,21.8,478633600,1.0859e+10,4887871,9792271.52271408,222162164.263337
"101","Alabama",2018,"30-34 years",74,303526,24.4,478633600,1.0859e+10,4887871,9792271.52271408,222162164.263337
"102","Alabama",2018,"35-39 years",87,303994,28.6,478633600,1.0859e+10,4887871,9792271.52271408,222162164.263337
"103","Alabama",2019,"10-14 years",10,310498,3.2,497721977.666667,1.2063e+10,4903185,10150993.2353494,246023758.02667
"104","Alabama",2019,"15-19 years",36,313615,11.5,497721977.666667,1.2063e+10,4903185,10150993.2353494,246023758.02667
"105","Alabama",2019,"20-24 years",58,322092,18,497721977.666667,1.2063e+10,4903185,10150993.2353494,246023758.02667
"106","Alabama",2019,"25-29 years",56,338138,16.6,497721977.666667,1.2063e+10,4903185,10150993.2353494,246023758.02667
"107","Alabama",2019,"30-34 years",73,309091,23.6,497721977.666667,1.2063e+10,4903185,10150993.2353494,246023758.02667
"108","Alabama",2019,"35-39 years",84,304145,27.6,497721977.666667,1.2063e+10,4903185,10150993.2353494,246023758.02667
"109","Alaska",1999,"15-19 years",16,49732,32.2,62789688,1.07e+09,624779,10049903.7259575,171260557.733214
"110","Alaska",1999,"25-29 years",13,41687,31.2,62789688,1.07e+09,624779,10049903.7259575,171260557.733214
"111","Alaska",1999,"35-39 years",10,57719,17.3,62789688,1.07e+09,624779,10049903.7259575,171260557.733214
"112","Alaska",2000,"15-19 years",26,50094,51.9,72589421.3333333,1.385e+09,626932,11578515.9049679,220917101.057212
"113","Alaska",2000,"20-24 years",23,39892,57.7,72589421.3333333,1.385e+09,626932,11578515.9049679,220917101.057212
"114","Alaska",2000,"25-29 years",15,42987,34.9,72589421.3333333,1.385e+09,626932,11578515.9049679,220917101.057212
"115","Alaska",2000,"35-39 years",11,55723,19.7,72589421.3333333,1.385e+09,626932,11578515.9049679,220917101.057212
"116","Alaska",2001,"15-19 years",16,52378,30.5,68755211.3333333,1.248e+09,633714,10849564.8405011,196934263.72149
"117","Alaska",2001,"30-34 years",11,46006,23.9,68755211.3333333,1.248e+09,633714,10849564.8405011,196934263.72149
"118","Alaska",2001,"35-39 years",11,52983,20.8,68755211.3333333,1.248e+09,633714,10849564.8405011,196934263.72149
"119","Alaska",2002,"15-19 years",13,53653,24.2,65022467.6666667,9.91e+08,642337,10122796.5486445,154280385.529714
"120","Alaska",2002,"20-24 years",19,45284,42,65022467.6666667,9.91e+08,642337,10122796.5486445,154280385.529714
"121","Alaska",2002,"25-29 years",20,41155,48.6,65022467.6666667,9.91e+08,642337,10122796.5486445,154280385.529714
"122","Alaska",2002,"35-39 years",13,50767,25.6,65022467.6666667,9.91e+08,642337,10122796.5486445,154280385.529714
"123","Alaska",2003,"15-19 years",20,54076,37,81325851,1.211e+09,648414,12542272.5295876,186763394.991471
"124","Alaska",2003,"20-24 years",13,47733,27.2,81325851,1.211e+09,648414,12542272.5295876,186763394.991471
"125","Alaska",2003,"25-29 years",15,41414,36.2,81325851,1.211e+09,648414,12542272.5295876,186763394.991471
"126","Alaska",2003,"30-34 years",11,44958,24.5,81325851,1.211e+09,648414,12542272.5295876,186763394.991471
"127","Alaska",2004,"15-19 years",22,54612,40.3,90241999.6666667,1.465e+09,659286,13687838.0045484,222210087.882952
"128","Alaska",2004,"20-24 years",20,50900,39.3,90241999.6666667,1.465e+09,659286,13687838.0045484,222210087.882952
"129","Alaska",2004,"25-29 years",19,42769,44.4,90241999.6666667,1.465e+09,659286,13687838.0045484,222210087.882952
"130","Alaska",2004,"30-34 years",14,44478,31.5,90241999.6666667,1.465e+09,659286,13687838.0045484,222210087.882952
"131","Alaska",2004,"35-39 years",19,47010,40.4,90241999.6666667,1.465e+09,659286,13687838.0045484,222210087.882952
"132","Alaska",2005,"15-19 years",13,54764,23.7,94584030.3333333,2.21e+09,666946,14181662.4334404,331361159.674097
"133","Alaska",2005,"20-24 years",18,53117,33.9,94584030.3333333,2.21e+09,666946,14181662.4334404,331361159.674097
"134","Alaska",2005,"25-29 years",13,44419,29.3,94584030.3333333,2.21e+09,666946,14181662.4334404,331361159.674097
"135","Alaska",2005,"30-34 years",10,43739,22.9,94584030.3333333,2.21e+09,666946,14181662.4334404,331361159.674097
"136","Alaska",2005,"35-39 years",17,46466,36.6,94584030.3333333,2.21e+09,666946,14181662.4334404,331361159.674097
"137","Alaska",2006,"15-19 years",14,55120,25.4,102400762,2.471e+09,675302,15163698.9080441,365910363.067191
"138","Alaska",2006,"20-24 years",27,54081,49.9,102400762,2.471e+09,675302,15163698.9080441,365910363.067191
"139","Alaska",2006,"35-39 years",11,46633,23.6,102400762,2.471e+09,675302,15163698.9080441,365910363.067191
"140","Alaska",2007,"15-19 years",14,54721,25.6,127103423.666667,4.561e+09,680300,18683437.2580724,670439511.980009
"141","Alaska",2007,"20-24 years",18,54082,33.3,127103423.666667,4.561e+09,680300,18683437.2580724,670439511.980009
"142","Alaska",2007,"25-29 years",20,48712,41.1,127103423.666667,4.561e+09,680300,18683437.2580724,670439511.980009
"143","Alaska",2007,"30-34 years",13,43446,29.9,127103423.666667,4.561e+09,680300,18683437.2580724,670439511.980009
"144","Alaska",2007,"35-39 years",13,46472,28,127103423.666667,4.561e+09,680300,18683437.2580724,670439511.980009
"145","Alaska",2008,"15-19 years",17,53905,31.5,153363503.333333,9.536e+09,687455,22308878.8841936,1387145340.42228
"146","Alaska",2008,"20-24 years",25,54291,46,153363503.333333,9.536e+09,687455,22308878.8841936,1387145340.42228
"147","Alaska",2008,"25-29 years",15,51241,29.3,153363503.333333,9.536e+09,687455,22308878.8841936,1387145340.42228
"148","Alaska",2008,"30-34 years",15,44137,34,153363503.333333,9.536e+09,687455,22308878.8841936,1387145340.42228
"149","Alaska",2008,"35-39 years",12,46213,26,153363503.333333,9.536e+09,687455,22308878.8841936,1387145340.42228
"150","Alaska",2009,"15-19 years",10,53319,18.8,172313185,3.118e+09,698895,24655089.1049442,446132823.957819
"151","Alaska",2009,"20-24 years",27,52242,51.7,172313185,3.118e+09,698895,24655089.1049442,446132823.957819
"152","Alaska",2009,"25-29 years",17,52695,32.3,172313185,3.118e+09,698895,24655089.1049442,446132823.957819
"153","Alaska",2009,"30-34 years",11,45643,24.1,172313185,3.118e+09,698895,24655089.1049442,446132823.957819
"154","Alaska",2009,"35-39 years",14,45566,30.7,172313185,3.118e+09,698895,24655089.1049442,446132823.957819
"155","Alaska",2010,"15-19 years",19,52141,36.4,179349474.333333,3.951e+09,710231,25252273.4622022,556297880.548723
"156","Alaska",2010,"20-24 years",30,54419,55.1,179349474.333333,3.951e+09,710231,25252273.4622022,556297880.548723
"157","Alaska",2010,"25-29 years",16,55419,28.9,179349474.333333,3.951e+09,710231,25252273.4622022,556297880.548723
"158","Alaska",2010,"30-34 years",13,47706,27.3,179349474.333333,3.951e+09,710231,25252273.4622022,556297880.548723
"159","Alaska",2011,"20-24 years",29,56469,51.4,188188393.333333,6.51e+09,722718,26038979.7034712,900766273.982383
"160","Alaska",2011,"25-29 years",21,57207,36.7,188188393.333333,6.51e+09,722718,26038979.7034712,900766273.982383
"161","Alaska",2011,"35-39 years",12,44698,26.8,188188393.333333,6.51e+09,722718,26038979.7034712,900766273.982383
"162","Alaska",2012,"15-19 years",10,49992,20,197394451.333333,6.709e+09,731449,26986768.9112068,917220476.068735
"163","Alaska",2012,"20-24 years",26,60110,43.3,197394451.333333,6.709e+09,731449,26986768.9112068,917220476.068735
"164","Alaska",2012,"25-29 years",16,58987,27.1,197394451.333333,6.709e+09,731449,26986768.9112068,917220476.068735
"165","Alaska",2012,"30-34 years",24,52123,46,197394451.333333,6.709e+09,731449,26986768.9112068,917220476.068735
"166","Alaska",2012,"35-39 years",14,45083,31.1,197394451.333333,6.709e+09,731449,26986768.9112068,917220476.068735
"167","Alaska",2013,"15-19 years",17,49482,34.4,199064914,4.291e+09,735132,27078798.6375236,583704695.2112
"168","Alaska",2013,"20-24 years",26,63099,41.2,199064914,4.291e+09,735132,27078798.6375236,583704695.2112
"169","Alaska",2013,"25-29 years",27,60931,44.3,199064914,4.291e+09,735132,27078798.6375236,583704695.2112
"170","Alaska",2013,"30-34 years",22,53897,40.8,199064914,4.291e+09,735132,27078798.6375236,583704695.2112
"171","Alaska",2013,"35-39 years",10,45101,22.2,199064914,4.291e+09,735132,27078798.6375236,583704695.2112
"172","Alaska",2014,"15-19 years",18,49170,36.6,212050281.333333,2.156e+09,736732,28782553.4025037,292643729.334412
"173","Alaska",2014,"20-24 years",21,62717,33.5,212050281.333333,2.156e+09,736732,28782553.4025037,292643729.334412
"174","Alaska",2014,"25-29 years",24,62436,38.4,212050281.333333,2.156e+09,736732,28782553.4025037,292643729.334412
"175","Alaska",2014,"30-34 years",20,55960,35.7,212050281.333333,2.156e+09,736732,28782553.4025037,292643729.334412
"176","Alaska",2014,"35-39 years",11,45544,24.2,212050281.333333,2.156e+09,736732,28782553.4025037,292643729.334412
"177","Alaska",2015,"15-19 years",20,48208,41.5,193644120.333333,7.59e+08,738432,26223690.2427486,102785361.414457
"178","Alaska",2015,"20-24 years",37,62319,59.4,193644120.333333,7.59e+08,738432,26223690.2427486,102785361.414457
"179","Alaska",2015,"25-29 years",25,63768,39.2,193644120.333333,7.59e+08,738432,26223690.2427486,102785361.414457
"180","Alaska",2015,"30-34 years",13,56718,22.9,193644120.333333,7.59e+08,738432,26223690.2427486,102785361.414457
"181","Alaska",2015,"35-39 years",13,46936,27.7,193644120.333333,7.59e+08,738432,26223690.2427486,102785361.414457
"182","Alaska",2016,"15-19 years",13,48000,27.1,182765516,1.119e+09,741894,24634990.4433787,150830172.504428
"183","Alaska",2016,"20-24 years",35,57364,61,182765516,1.119e+09,741894,24634990.4433787,150830172.504428
"184","Alaska",2016,"25-29 years",29,62798,46.2,182765516,1.119e+09,741894,24634990.4433787,150830172.504428
"185","Alaska",2016,"30-34 years",22,57655,38.2,182765516,1.119e+09,741894,24634990.4433787,150830172.504428
"186","Alaska",2016,"35-39 years",19,49056,38.7,182765516,1.119e+09,741894,24634990.4433787,150830172.504428
"187","Alaska",2017,"15-19 years",18,46802,38.5,182021682.666667,1.325e+09,739795,24604340.7520552,179103670.611453
"188","Alaska",2017,"20-24 years",27,54717,49.3,182021682.666667,1.325e+09,739795,24604340.7520552,179103670.611453
"189","Alaska",2017,"25-29 years",27,62720,43,182021682.666667,1.325e+09,739795,24604340.7520552,179103670.611453
"190","Alaska",2017,"30-34 years",27,57495,47,182021682.666667,1.325e+09,739795,24604340.7520552,179103670.611453
"191","Alaska",2017,"35-39 years",14,50424,27.8,182021682.666667,1.325e+09,739795,24604340.7520552,179103670.611453
"192","Alaska",2018,"15-19 years",17,46263,36.7,184840724.333333,1.904e+09,737438,25065256.2430107,258191197.090467
"193","Alaska",2018,"20-24 years",25,53000,47.2,184840724.333333,1.904e+09,737438,25065256.2430107,258191197.090467
"194","Alaska",2018,"25-29 years",26,61672,42.2,184840724.333333,1.904e+09,737438,25065256.2430107,258191197.090467
"195","Alaska",2018,"30-34 years",22,57193,38.5,184840724.333333,1.904e+09,737438,25065256.2430107,258191197.090467
"196","Alaska",2018,"35-39 years",10,51672,19.4,184840724.333333,1.904e+09,737438,25065256.2430107,258191197.090467
"197","Alaska",2019,"15-19 years",27,45110,59.9,189494201.333333,1.599e+09,731545,25903287.061402,218578487.994587
"198","Alaska",2019,"20-24 years",27,51283,52.6,189494201.333333,1.599e+09,731545,25903287.061402,218578487.994587
"199","Alaska",2019,"25-29 years",27,60427,44.7,189494201.333333,1.599e+09,731545,25903287.061402,218578487.994587
"200","Alaska",2019,"30-34 years",24,57161,42,189494201.333333,1.599e+09,731545,25903287.061402,218578487.994587
"201","Alaska",2019,"35-39 years",18,52421,34.3,189494201.333333,1.599e+09,731545,25903287.061402,218578487.994587
"202","Arizona",1999,"15-19 years",34,359836,9.4,285277434,7.394e+09,5023823,5678492.93257346,147178752.11766
"203","Arizona",1999,"20-24 years",44,350911,12.5,285277434,7.394e+09,5023823,5678492.93257346,147178752.11766
"204","Arizona",1999,"25-29 years",67,371429,18,285277434,7.394e+09,5023823,5678492.93257346,147178752.11766
"205","Arizona",1999,"30-34 years",76,367109,20.7,285277434,7.394e+09,5023823,5678492.93257346,147178752.11766
"206","Arizona",1999,"35-39 years",78,393281,19.8,285277434,7.394e+09,5023823,5678492.93257346,147178752.11766
"207","Arizona",2000,"15-19 years",45,367722,12.2,252854265.333333,8.382e+09,5130632,4928325.89305437,163371685.983325
"208","Arizona",2000,"20-24 years",84,362860,23.1,252854265.333333,8.382e+09,5130632,4928325.89305437,163371685.983325
"209","Arizona",2000,"25-29 years",54,374106,14.4,252854265.333333,8.382e+09,5130632,4928325.89305437,163371685.983325
"210","Arizona",2000,"30-34 years",64,368559,17.4,252854265.333333,8.382e+09,5130632,4928325.89305437,163371685.983325
"211","Arizona",2000,"35-39 years",70,392687,17.8,252854265.333333,8.382e+09,5130632,4928325.89305437,163371685.983325
"212","Arizona",2001,"10-14 years",10,392683,2.5,270850052.333333,8.412e+09,5273477,5136081.03976434,159515249.616145
"213","Arizona",2001,"15-19 years",48,371612,12.9,270850052.333333,8.412e+09,5273477,5136081.03976434,159515249.616145
"214","Arizona",2001,"20-24 years",56,388395,14.4,270850052.333333,8.412e+09,5273477,5136081.03976434,159515249.616145
"215","Arizona",2001,"25-29 years",63,371096,17,270850052.333333,8.412e+09,5273477,5136081.03976434,159515249.616145
"216","Arizona",2001,"30-34 years",68,377471,18,270850052.333333,8.412e+09,5273477,5136081.03976434,159515249.616145
"217","Arizona",2001,"35-39 years",65,389659,16.7,270850052.333333,8.412e+09,5273477,5136081.03976434,159515249.616145
"218","Arizona",2002,"10-14 years",12,402889,3,301289360,8.299e+09,5396255,5583304.71780893,153791842.676078
"219","Arizona",2002,"15-19 years",42,378885,11.1,301289360,8.299e+09,5396255,5583304.71780893,153791842.676078
"220","Arizona",2002,"20-24 years",88,401696,21.9,301289360,8.299e+09,5396255,5583304.71780893,153791842.676078
"221","Arizona",2002,"25-29 years",95,376202,25.3,301289360,8.299e+09,5396255,5583304.71780893,153791842.676078
"222","Arizona",2002,"30-34 years",62,385105,16.1,301289360,8.299e+09,5396255,5583304.71780893,153791842.676078
"223","Arizona",2002,"35-39 years",77,384764,20,301289360,8.299e+09,5396255,5583304.71780893,153791842.676078
"224","Arizona",2003,"15-19 years",40,389173,10.3,325368843.666667,9.089e+09,5510364,5904670.6109917,164943731.484889
"225","Arizona",2003,"20-24 years",88,407205,21.6,325368843.666667,9.089e+09,5510364,5904670.6109917,164943731.484889
"226","Arizona",2003,"25-29 years",58,383859,15.1,325368843.666667,9.089e+09,5510364,5904670.6109917,164943731.484889
"227","Arizona",2003,"30-34 years",82,387476,21.2,325368843.666667,9.089e+09,5510364,5904670.6109917,164943731.484889
"228","Arizona",2003,"35-39 years",82,381549,21.5,325368843.666667,9.089e+09,5510364,5904670.6109917,164943731.484889
"229","Arizona",2004,"15-19 years",49,402508,12.2,351030837.333333,1.0071e+10,5652404,6210292.77690224,178171977.799181
"230","Arizona",2004,"20-24 years",90,411699,21.9,351030837.333333,1.0071e+10,5652404,6210292.77690224,178171977.799181
"231","Arizona",2004,"25-29 years",71,398820,17.8,351030837.333333,1.0071e+10,5652404,6210292.77690224,178171977.799181
"232","Arizona",2004,"30-34 years",65,389610,16.7,351030837.333333,1.0071e+10,5652404,6210292.77690224,178171977.799181
"233","Arizona",2004,"35-39 years",93,382433,24.3,351030837.333333,1.0071e+10,5652404,6210292.77690224,178171977.799181
"234","Arizona",2005,"10-14 years",13,425230,3.1,386811695.333333,1.1066e+10,5839077,6624534.92792325,189516254.024395
"235","Arizona",2005,"15-19 years",65,419514,15.5,386811695.333333,1.1066e+10,5839077,6624534.92792325,189516254.024395
"236","Arizona",2005,"20-24 years",85,415766,20.4,386811695.333333,1.1066e+10,5839077,6624534.92792325,189516254.024395
"237","Arizona",2005,"25-29 years",79,418966,18.9,386811695.333333,1.1066e+10,5839077,6624534.92792325,189516254.024395
