"Year-Quarter (time)","Geographic Area Name (NAME)","Amount ($1,000,000) (CELL_VALUE)"
"1999-Q1","Alabama","1,525"
"1999-Q2","Alabama","1,466"
"1999-Q3","Alabama","1,568"
"1999-Q4","Alabama","1,521"
"2000-Q1","Alabama","1,555"
"2000-Q2","Alabama","1,572"
"2000-Q3","Alabama","1,582"
"2000-Q4","Alabama","1,509"
"2001-Q1","Alabama","1,601"
"2001-Q2","Alabama","1,637"
"2001-Q3","Alabama","1,549"
"2001-Q4","Alabama","1,509"
"2002-Q1","Alabama","1,651"
"2002-Q2","Alabama","1,622"
"2002-Q3","Alabama","1,559"
"2002-Q4","Alabama","1,576"
"2003-Q1","Alabama","1,685"
"2003-Q2","Alabama","1,608"
"2003-Q3","Alabama","1,619"
"2003-Q4","Alabama","1,725"
"2004-Q1","Alabama","1,662"
"2004-Q2","Alabama","1,865"
"2004-Q3","Alabama","1,744"
"2004-Q4","Alabama","1,873"
"2005-Q1","Alabama","1,856"
"2005-Q2","Alabama","2,101"
"2005-Q3","Alabama","1,937"
"2005-Q4","Alabama","2,021"
"2006-Q1","Alabama","2,045"
"2006-Q2","Alabama","2,338"
"2006-Q3","Alabama","2,130"
"2006-Q4","Alabama","2,176"
"2007-Q1","Alabama","2,100"
"2007-Q2","Alabama","2,434"
"2007-Q3","Alabama","2,158"
"2007-Q4","Alabama","2,236"
"2008-Q1","Alabama","2,137"
"2008-Q2","Alabama","2,461"
"2008-Q3","Alabama","2,236"
"2008-Q4","Alabama","2,086"
"2009-Q1","Alabama","2,202"
"2009-Q2","Alabama","2,130"
"2009-Q3","Alabama","1,888"
"2009-Q4","Alabama","2,101"
"2010-Q1","Alabama","2,092"
"2010-Q2","Alabama","1,937"
"2010-Q3","Alabama","2,140"
"2010-Q4","Alabama","2,127"
"2011-Q1","Alabama","2,092"
"2011-Q2","Alabama","2,091"
"2011-Q3","Alabama","2,059"
"2011-Q4","Alabama","2,182"
"2012-Q1","Alabama","2,218"
"2012-Q2","Alabama","2,293"
"2012-Q3","Alabama","2,134"
"2012-Q4","Alabama","2,178"
"2013-Q1","Alabama","2,293"
"2013-Q2","Alabama","2,412"
"2013-Q3","Alabama","2,147"
"2013-Q4","Alabama","2,237"
"2014-Q1","Alabama","2,206"
"2014-Q2","Alabama","2,357"
"2014-Q3","Alabama","2,235"
"2014-Q4","Alabama","2,364"
"2015-Q1","Alabama","2,392"
"2015-Q2","Alabama","2,403"
"2015-Q3","Alabama","2,344"
"2015-Q4","Alabama","2,417"
"2016-Q1","Alabama","2,421"
"2016-Q2","Alabama","2,553"
"2016-Q3","Alabama","2,269"
"2016-Q4","Alabama","2,529"
"2017-Q1","Alabama","2,618"
"2017-Q2","Alabama","2,511"
"2017-Q3","Alabama","2,383"
"2017-Q4","Alabama","2,621"
"2018-Q1","Alabama","2,729"
"2018-Q2","Alabama","2,806"
"2018-Q3","Alabama","2,638"
"2018-Q4","Alabama","2,686"
"2019-Q1","Alabama","2,916"
"2019-Q2","Alabama","3,290"
"2019-Q3","Alabama","2,839"
"2019-Q4","Alabama","3,018"
"1999-Q1","Alaska","158"
"1999-Q2","Alaska","301"
"1999-Q3","Alaska","255"
"1999-Q4","Alaska","356"
"2000-Q1","Alaska","205"
"2000-Q2","Alaska","492"
"2000-Q3","Alaska","326"
"2000-Q4","Alaska","362"
"2001-Q1","Alaska","227"
"2001-Q2","Alaska","514"
"2001-Q3","Alaska","286"
"2001-Q4","Alaska","221"
"2002-Q1","Alaska","175"
"2002-Q2","Alaska","401"
"2002-Q3","Alaska","212"
"2002-Q4","Alaska","203"
"2003-Q1","Alaska","204"
"2003-Q2","Alaska","501"
"2003-Q3","Alaska","253"
"2003-Q4","Alaska","253"
"2004-Q1","Alaska","270"
"2004-Q2","Alaska","512"
"2004-Q3","Alaska","334"
"2004-Q4","Alaska","349"
"2005-Q1","Alaska","382"
"2005-Q2","Alaska","794"
"2005-Q3","Alaska","450"
"2005-Q4","Alaska","584"
"2006-Q1","Alaska","431"
"2006-Q2","Alaska","882"
"2006-Q3","Alaska","663"
"2006-Q4","Alaska","495"
"2007-Q1","Alaska","408"
"2007-Q2","Alaska","1,877"
"2007-Q3","Alaska","659"
"2007-Q4","Alaska","1,617"
"2008-Q1","Alaska","1,000"
"2008-Q2","Alaska","4,429"
"2008-Q3","Alaska","2,892"
"2008-Q4","Alaska","1,215"
"2009-Q1","Alaska","282"
"2009-Q2","Alaska","598"
"2009-Q3","Alaska","1,028"
"2009-Q4","Alaska","1,210"
"2010-Q1","Alaska","1,018"
"2010-Q2","Alaska","1,256"
"2010-Q3","Alaska","640"
"2010-Q4","Alaska","1,037"
"2011-Q1","Alaska","1,188"
"2011-Q2","Alaska","2,343"
"2011-Q3","Alaska","1,560"
"2011-Q4","Alaska","1,419"
"2012-Q1","Alaska","1,715"
"2012-Q2","Alaska","2,353"
"2012-Q3","Alaska","1,088"
"2012-Q4","Alaska","1,553"
"2013-Q1","Alaska","995"
"2013-Q2","Alaska","1,496"
"2013-Q3","Alaska","945"
"2013-Q4","Alaska","855"
"2014-Q1","Alaska","321"
"2014-Q2","Alaska","1,268"
"2014-Q3","Alaska","258"
"2014-Q4","Alaska","309"
"2015-Q1","Alaska","54"
"2015-Q2","Alaska","279"
"2015-Q3","Alaska","245"
"2015-Q4","Alaska","181"
"2016-Q1","Alaska","87"
"2016-Q2","Alaska","350"
"2016-Q3","Alaska","453"
"2016-Q4","Alaska","229"
"2017-Q1","Alaska","233"
"2017-Q2","Alaska","414"
"2017-Q3","Alaska","264"
"2017-Q4","Alaska","414"
"2018-Q1","Alaska","222"
"2018-Q2","Alaska","616"
"2018-Q3","Alaska","565"
"2018-Q4","Alaska","501"
"2019-Q1","Alaska","342"
"2019-Q2","Alaska","486"
"2019-Q3","Alaska","363"
"2019-Q4","Alaska","408"
"1999-Q1","Arizona","1,549"
"1999-Q2","Arizona","2,051"
"1999-Q3","Arizona","1,845"
"1999-Q4","Arizona","1,949"
"2000-Q1","Arizona","1,922"
"2000-Q2","Arizona","2,245"
"2000-Q3","Arizona","2,124"
"2000-Q4","Arizona","2,091"
"2001-Q1","Arizona","1,776"
"2001-Q2","Arizona","2,225"
"2001-Q3","Arizona","2,249"
"2001-Q4","Arizona","2,162"
"2002-Q1","Arizona","1,912"
"2002-Q2","Arizona","2,166"
"2002-Q3","Arizona","2,137"
"2002-Q4","Arizona","2,084"
"2003-Q1","Arizona","2,166"
"2003-Q2","Arizona","2,301"
"2003-Q3","Arizona","2,278"
"2003-Q4","Arizona","2,344"
"2004-Q1","Arizona","2,114"
"2004-Q2","Arizona","2,458"
"2004-Q3","Arizona","2,745"
"2004-Q4","Arizona","2,754"
"2005-Q1","Arizona","2,670"
"2005-Q2","Arizona","2,841"
"2005-Q3","Arizona","2,777"
"2005-Q4","Arizona","2,778"
"2006-Q1","Arizona","2,578"
"2006-Q2","Arizona","3,601"
"2006-Q3","Arizona","2,978"
"2006-Q4","Arizona","3,000"
"2007-Q1","Arizona","2,744"
"2007-Q2","Arizona","3,493"
"2007-Q3","Arizona","3,329"
"2007-Q4","Arizona","3,207"
"2008-Q1","Arizona","2,800"
"2008-Q2","Arizona","3,495"
"2008-Q3","Arizona","3,080"
"2008-Q4","Arizona","2,866"
"2009-Q1","Arizona","2,335"
"2009-Q2","Arizona","2,589"
"2009-Q3","Arizona","2,847"
"2009-Q4","Arizona","2,901"
"2010-Q1","Arizona","2,221"
"2010-Q2","Arizona","2,858"
"2010-Q3","Arizona","2,986"
"2010-Q4","Arizona","2,965"
"2011-Q1","Arizona","2,512"
"2011-Q2","Arizona","3,013"
"2011-Q3","Arizona","2,921"
"2011-Q4","Arizona","2,877"
"2012-Q1","Arizona","2,459"
"2012-Q2","Arizona","3,131"
"2012-Q3","Arizona","3,004"
"2012-Q4","Arizona","2,996"
"2013-Q1","Arizona","2,538"
"2013-Q2","Arizona","3,376"
"2013-Q3","Arizona","3,104"
"2013-Q4","Arizona","3,051"
"2014-Q1","Arizona","2,840"
"2014-Q2","Arizona","3,495"
"2014-Q3","Arizona","3,363"
"2014-Q4","Arizona","3,385"
"2015-Q1","Arizona","3,027"
"2015-Q2","Arizona","3,847"
"2015-Q3","Arizona","3,418"
"2015-Q4","Arizona","3,563"
"2016-Q1","Arizona","3,124"
"2016-Q2","Arizona","4,044"
"2016-Q3","Arizona","3,581"
"2016-Q4","Arizona","3,616"
"2017-Q1","Arizona","3,207"
"2017-Q2","Arizona","4,112"
"2017-Q3","Arizona","3,762"
"2017-Q4","Arizona","3,852"
"2018-Q1","Arizona","3,481"
"2018-Q2","Arizona","4,391"
"2018-Q3","Arizona","4,356"
"2018-Q4","Arizona","3,977"
"2019-Q1","Arizona","3,891"
"2019-Q2","Arizona","5,177"
"2019-Q3","Arizona","4,604"
"2019-Q4","Arizona","4,315"
"1999-Q1","Arkansas","950"
"1999-Q2","Arkansas","1,157"
"1999-Q3","Arkansas","1,099"
"1999-Q4","Arkansas","1,254"
"2000-Q1","Arkansas","1,136"
"2000-Q2","Arkansas","1,229"
"2000-Q3","Arkansas","1,164"
"2000-Q4","Arkansas","1,303"
"2001-Q1","Arkansas","1,062"
"2001-Q2","Arkansas","1,383"
"2001-Q3","Arkansas","1,267"
"2001-Q4","Arkansas","1,386"
"2002-Q1","Arkansas","1,078"
"2002-Q2","Arkansas","1,453"
"2002-Q3","Arkansas","1,296"
"2002-Q4","Arkansas","1,379"
"2003-Q1","Arkansas","1,057"
"2003-Q2","Arkansas","1,413"
"2003-Q3","Arkansas","1,284"
"2003-Q4","Arkansas","1,487"
"2004-Q1","Arkansas","1,151"
"2004-Q2","Arkansas","1,659"
"2004-Q3","Arkansas","1,529"
"2004-Q4","Arkansas","1,732"
"2005-Q1","Arkansas","1,409"
"2005-Q2","Arkansas","1,901"
"2005-Q3","Arkansas","1,640"
"2005-Q4","Arkansas","1,853"
"2006-Q1","Arkansas","1,509"
"2006-Q2","Arkansas","2,032"
"2006-Q3","Arkansas","1,763"
"2006-Q4","Arkansas","1,935"
"2007-Q1","Arkansas","1,534"
"2007-Q2","Arkansas","2,188"
"2007-Q3","Arkansas","1,782"
"2007-Q4","Arkansas","2,000"
"2008-Q1","Arkansas","1,554"
"2008-Q2","Arkansas","2,207"
"2008-Q3","Arkansas","1,842"
"2008-Q4","Arkansas","2,033"
"2009-Q1","Arkansas","1,495"
"2009-Q2","Arkansas","2,103"
"2009-Q3","Arkansas","1,763"
"2009-Q4","Arkansas","2,109"
"2010-Q1","Arkansas","1,537"
"2010-Q2","Arkansas","1,849"
"2010-Q3","Arkansas","1,915"
"2010-Q4","Arkansas","2,128"
"2011-Q1","Arkansas","1,644"
"2011-Q2","Arkansas","2,267"
"2011-Q3","Arkansas","1,942"
"2011-Q4","Arkansas","2,241"
"2012-Q1","Arkansas","1,681"
"2012-Q2","Arkansas","2,417"
"2012-Q3","Arkansas","1,984"
"2012-Q4","Arkansas","2,283"
"2013-Q1","Arkansas","1,753"
"2013-Q2","Arkansas","2,563"
"2013-Q3","Arkansas","2,123"
"2013-Q4","Arkansas","2,408"
"2014-Q1","Arkansas","1,839"
"2014-Q2","Arkansas","2,547"
"2014-Q3","Arkansas","2,166"
"2014-Q4","Arkansas","2,508"
"2015-Q1","Arkansas","1,888"
"2015-Q2","Arkansas","2,629"
"2015-Q3","Arkansas","2,197"
"2015-Q4","Arkansas","2,490"
"2016-Q1","Arkansas","2,066"
"2016-Q2","Arkansas","2,678"
"2016-Q3","Arkansas","2,182"
"2016-Q4","Arkansas","2,550"
"2017-Q1","Arkansas","2,009"
"2017-Q2","Arkansas","2,785"
"2017-Q3","Arkansas","2,250"
"2017-Q4","Arkansas","2,591"
"2018-Q1","Arkansas","2,101"
"2018-Q2","Arkansas","2,868"
"2018-Q3","Arkansas","2,386"
"2018-Q4","Arkansas","2,673"
"2019-Q1","Arkansas","2,130"
"2019-Q2","Arkansas","3,068"
"2019-Q3","Arkansas","2,403"
"2019-Q4","Arkansas","2,830"
"1999-Q1","California","16,886"
"1999-Q2","California","22,798"
"1999-Q3","California","17,527"
"1999-Q4","California","18,287"
"2000-Q1","California","20,206"
"2000-Q2","California","28,230"
"2000-Q3","California","20,067"
"2000-Q4","California","19,200"
"2001-Q1","California","22,120"
"2001-Q2","California","29,071"
"2001-Q3","California","18,666"
"2001-Q4","California","17,508"
"2002-Q1","California","18,758"
"2002-Q2","California","22,790"
"2002-Q3","California","18,969"
"2002-Q4","California","18,813"
"2003-Q1","California","18,579"
"2003-Q2","California","22,838"
"2003-Q3","California","21,682"
"2003-Q4","California","18,650"
"2004-Q1","California","20,789"
"2004-Q2","California","24,682"
"2004-Q3","California","22,802"
"2004-Q4","California","22,953"
"2005-Q1","California","23,391"
"2005-Q2","California","35,375"
"2005-Q3","California","25,492"
"2005-Q4","California","24,629"
"2006-Q1","California","26,233"
"2006-Q2","California","37,311"
"2006-Q3","California","27,102"
"2006-Q4","California","25,210"
"2007-Q1","California","26,635"
"2007-Q2","California","38,220"
"2007-Q3","California","26,524"
"2007-Q4","California","26,652"
"2008-Q1","California","26,355"
"2008-Q2","California","39,026"
"2008-Q3","California","26,638"
"2008-Q4","California","23,885"
"2009-Q1","California","22,247"
"2009-Q2","California","33,713"
"2009-Q3","California","24,203"
"2009-Q4","California","23,918"
"2010-Q1","California","25,656"
"2010-Q2","California","33,532"
"2010-Q3","California","26,137"
"2010-Q4","California","28,894"
"2011-Q1","California","28,160"
"2011-Q2","California","36,959"
"2011-Q3","California","25,053"
"2011-Q4","California","25,746"
"2012-Q1","California","26,202"
"2012-Q2","California","35,111"
"2012-Q3","California","26,213"
"2012-Q4","California","29,184"
"2013-Q1","California","34,913"
"2013-Q2","California","44,583"
"2013-Q3","California","28,477"
"2013-Q4","California","30,823"
"2014-Q1","California","32,914"
"2014-Q2","California","44,711"
"2014-Q3","California","30,988"
"2014-Q4","California","34,906"
"2015-Q1","California","35,970"
"2015-Q2","California","51,862"
"2015-Q3","California","33,173"
"2015-Q4","California","37,226"
"2016-Q1","California","37,543"
"2016-Q2","California","49,550"
"2016-Q3","California","33,756"
"2016-Q4","California","36,595"
"2017-Q1","California","39,357"
"2017-Q2","California","51,021"
"2017-Q3","California","36,167"
"2017-Q4","California","42,363"
"2018-Q1","California","43,550"
"2018-Q2","California","57,674"
"2018-Q3","California","40,156"
"2018-Q4","California","37,893"
"2019-Q1","California","47,152"
"2019-Q2","California","63,388"
"2019-Q3","California","44,671"
"2019-Q4","California","41,438"
"1999-Q1","Colorado","1,469"
"1999-Q2","Colorado","2,002"
"1999-Q3","Colorado","1,612"
"1999-Q4","Colorado","1,664"
"2000-Q1","Colorado","1,615"
"2000-Q2","Colorado","2,124"
"2000-Q3","Colorado","1,806"
"2000-Q4","Colorado","1,798"
"2001-Q1","Colorado","1,740"
"2001-Q2","Colorado","2,206"
"2001-Q3","Colorado","1,724"
"2001-Q4","Colorado","1,648"
"2002-Q1","Colorado","1,589"
"2002-Q2","Colorado","1,936"
"2002-Q3","Colorado","1,671"
"2002-Q4","Colorado","1,647"
"2003-Q1","Colorado","1,486"
"2003-Q2","Colorado","1,826"
"2003-Q3","Colorado","1,750"
"2003-Q4","Colorado","1,651"
"2004-Q1","Colorado","1,590"
"2004-Q2","Colorado","2,008"
"2004-Q3","Colorado","1,855"
"2004-Q4","Colorado","1,795"
"2005-Q1","Colorado","1,679"
"2005-Q2","Colorado","2,320"
"2005-Q3","Colorado","1,990"
"2005-Q4","Colorado","1,986"
"2006-Q1","Colorado","1,864"
"2006-Q2","Colorado","2,712"
"2006-Q3","Colorado","2,170"
"2006-Q4","Colorado","2,016"
"2007-Q1","Colorado","2,013"
"2007-Q2","Colorado","2,995"
"2007-Q3","Colorado","2,273"
"2007-Q4","Colorado","2,205"
"2008-Q1","Colorado","2,033"
"2008-Q2","Colorado","3,056"
"2008-Q3","Colorado","2,342"
"2008-Q4","Colorado","2,159"
"2009-Q1","Colorado","1,828"
"2009-Q2","Colorado","2,333"
"2009-Q3","Colorado","2,058"
"2009-Q4","Colorado","2,003"
"2010-Q1","Colorado","1,818"
"2010-Q2","Colorado","2,369"
"2010-Q3","Colorado","2,180"
"2010-Q4","Colorado","2,179"
"2011-Q1","Colorado","2,179"
"2011-Q2","Colorado","2,761"
"2011-Q3","Colorado","2,453"
"2011-Q4","Colorado","2,444"
"2012-Q1","Colorado","2,291"
"2012-Q2","Colorado","3,061"
"2012-Q3","Colorado","2,639"
"2012-Q4","Colorado","2,631"
"2013-Q1","Colorado","2,492"
"2013-Q2","Colorado","3,435"
"2013-Q3","Colorado","2,774"
"2013-Q4","Colorado","2,792"
"2014-Q1","Colorado","2,708"
"2014-Q2","Colorado","3,537"
"2014-Q3","Colorado","3,045"
"2014-Q4","Colorado","3,043"
"2015-Q1","Colorado","2,908"
"2015-Q2","Colorado","3,808"
"2015-Q3","Colorado","3,150"
"2015-Q4","Colorado","3,061"
"2016-Q1","Colorado","2,910"
"2016-Q2","Colorado","3,715"
"2016-Q3","Colorado","3,166"
"2016-Q4","Colorado","3,140"
"2017-Q1","Colorado","2,943"
"2017-Q2","Colorado","3,994"
"2017-Q3","Colorado","3,405"
"2017-Q4","Colorado","3,508"
"2018-Q1","Colorado","3,525"
"2018-Q2","Colorado","4,358"
"2018-Q3","Colorado","3,772"
"2018-Q4","Colorado","3,571"
"2019-Q1","Colorado","3,317"
"2019-Q2","Colorado","4,638"
"2019-Q3","Colorado","3,875"
"2019-Q4","Colorado","3,562"
"1999-Q1","Connecticut","2,144"
"1999-Q2","Connecticut","3,178"
"1999-Q3","Connecticut","2,125"
"1999-Q4","Connecticut","1,788"
"2000-Q1","Connecticut","2,220"
"2000-Q2","Connecticut","3,588"
"2000-Q3","Connecticut","1,555"
"2000-Q4","Connecticut","2,159"
"2001-Q1","Connecticut","2,455"
"2001-Q2","Connecticut","3,705"
"2001-Q3","Connecticut","1,531"
"2001-Q4","Connecticut","2,138"
"2002-Q1","Connecticut","2,206"
"2002-Q2","Connecticut","3,157"
"2002-Q3","Connecticut","1,553"
"2002-Q4","Connecticut","2,298"
"2003-Q1","Connecticut","2,244"
"2003-Q2","Connecticut","3,311"
"2003-Q3","Connecticut","1,734"
"2003-Q4","Connecticut","2,373"
"2004-Q1","Connecticut","2,477"
"2004-Q2","Connecticut","3,613"
"2004-Q3","Connecticut","1,768"
"2004-Q4","Connecticut","2,656"
"2005-Q1","Connecticut","3,479"
"2005-Q2","Connecticut","3,638"
"2005-Q3","Connecticut","1,834"
"2005-Q4","Connecticut","2,945"
"2006-Q1","Connecticut","3,377"
"2006-Q2","Connecticut","3,977"
"2006-Q3","Connecticut","1,892"
"2006-Q4","Connecticut","2,999"
"2007-Q1","Connecticut","3,609"
"2007-Q2","Connecticut","4,262"
"2007-Q3","Connecticut","1,951"
"2007-Q4","Connecticut","3,203"
"2008-Q1","Connecticut","3,709"
"2008-Q2","Connecticut","5,726"
"2008-Q3","Connecticut","1,929"
"2008-Q4","Connecticut","2,883"
"2009-Q1","Connecticut","2,936"
"2009-Q2","Connecticut","4,398"
"2009-Q3","Connecticut","1,699"
"2009-Q4","Connecticut","2,846"
"2010-Q1","Connecticut","3,002"
"2010-Q2","Connecticut","4,798"
"2010-Q3","Connecticut","1,906"
"2010-Q4","Connecticut","2,959"
"2011-Q1","Connecticut","3,325"
"2011-Q2","Connecticut","5,505"
"2011-Q3","Connecticut","2,064"
"2011-Q4","Connecticut","3,534"
"2012-Q1","Connecticut","3,754"
"2012-Q2","Connecticut","6,049"
"2012-Q3","Connecticut","2,018"
"2012-Q4","Connecticut","3,581"
"2013-Q1","Connecticut","3,784"
"2013-Q2","Connecticut","6,587"
"2013-Q3","Connecticut","2,208"
"2013-Q4","Connecticut","3,757"
"2014-Q1","Connecticut","3,827"
"2014-Q2","Connecticut","6,132"
"2014-Q3","Connecticut","2,237"
"2014-Q4","Connecticut","3,663"
"2015-Q1","Connecticut","3,882"
"2015-Q2","Connecticut","6,445"
"2015-Q3","Connecticut","2,352"
"2015-Q4","Connecticut","3,788"
"2016-Q1","Connecticut","3,967"
"2016-Q2","Connecticut","6,148"
"2016-Q3","Connecticut","2,380"
"2016-Q4","Connecticut","3,756"
"2017-Q1","Connecticut","4,112"
"2017-Q2","Connecticut","5,359"
"2017-Q3","Connecticut","2,335"
"2017-Q4","Connecticut","4,358"
"2018-Q1","Connecticut","4,912"
"2018-Q2","Connecticut","5,413"
"2018-Q3","Connecticut","2,678"
"2018-Q4","Connecticut","4,264"
"2019-Q1","Connecticut","4,689"
"2019-Q2","Connecticut","7,445"
"2019-Q3","Connecticut","2,746"
"2019-Q4","Connecticut","4,208"
"1999-Q1","Delaware","516"
"1999-Q2","Delaware","623"
"1999-Q3","Delaware","461"
"1999-Q4","Delaware","466"
"2000-Q1","Delaware","534"
"2000-Q2","Delaware","644"
"2000-Q3","Delaware","428"
"2000-Q4","Delaware","431"
"2001-Q1","Delaware","591"
"2001-Q2","Delaware","654"
"2001-Q3","Delaware","497"
"2001-Q4","Delaware","468"
"2002-Q1","Delaware","512"
"2002-Q2","Delaware","697"
"2002-Q3","Delaware","482"
"2002-Q4","Delaware","477"
"2003-Q1","Delaware","533"
"2003-Q2","Delaware","621"
"2003-Q3","Delaware","503"
"2003-Q4","Delaware","504"
"2004-Q1","Delaware","643"
"2004-Q2","Delaware","728"
"2004-Q3","Delaware","572"
"2004-Q4","Delaware","577"
"2005-Q1","Delaware","696"
"2005-Q2","Delaware","880"
"2005-Q3","Delaware","643"
"2005-Q4","Delaware","608"
"2006-Q1","Delaware","763"
"2006-Q2","Delaware","977"
"2006-Q3","Delaware","651"
"2006-Q4","Delaware","629"
"2007-Q1","Delaware","782"
"2007-Q2","Delaware","1,017"
"2007-Q3","Delaware","688"
"2007-Q4","Delaware","635"
"2008-Q1","Delaware","722"
"2008-Q2","Delaware","1,032"
"2008-Q3","Delaware","724"
"2008-Q4","Delaware","602"
"2009-Q1","Delaware","700"
"2009-Q2","Delaware","773"
"2009-Q3","Delaware","597"
"2009-Q4","Delaware","572"
"2010-Q1","Delaware","697"
"2010-Q2","Delaware","896"
"2010-Q3","Delaware","630"
"2010-Q4","Delaware","630"
"2011-Q1","Delaware","730"
"2011-Q2","Delaware","1,001"
"2011-Q3","Delaware","721"
"2011-Q4","Delaware","662"
"2012-Q1","Delaware","956"
"2012-Q2","Delaware","984"
"2012-Q3","Delaware","750"
"2012-Q4","Delaware","706"
"2013-Q1","Delaware","884"
"2013-Q2","Delaware","1,173"
"2013-Q3","Delaware","913"
"2013-Q4","Delaware","529"
"2014-Q1","Delaware","915"
"2014-Q2","Delaware","1,171"
"2014-Q3","Delaware","722"
"2014-Q4","Delaware","738"
"2015-Q1","Delaware","945"
"2015-Q2","Delaware","1,419"
"2015-Q3","Delaware","780"
"2015-Q4","Delaware","828"
"2016-Q1","Delaware","991"
"2016-Q2","Delaware","1,317"
"2016-Q3","Delaware","796"
"2016-Q4","Delaware","787"
"2017-Q1","Delaware","1,022"
"2017-Q2","Delaware","1,362"
"2017-Q3","Delaware","815"
"2017-Q4","Delaware","844"
"2018-Q1","Delaware","1,078"
"2018-Q2","Delaware","1,483"
"2018-Q3","Delaware","900"
"2018-Q4","Delaware","879"
"2019-Q1","Delaware","1,210"
"2019-Q2","Delaware","1,606"
"2019-Q3","Delaware","977"
"2019-Q4","Delaware","935"
"1999-Q1","Florida","6,286"
"1999-Q2","Florida","6,600"
"1999-Q3","Florida","5,490"
"1999-Q4","Florida","5,800"
"2000-Q1","Florida","6,665"
"2000-Q2","Florida","6,863"
"2000-Q3","Florida","5,520"
"2000-Q4","Florida","5,874"
"2001-Q1","Florida","6,581"
"2001-Q2","Florida","6,963"
"2001-Q3","Florida","5,933"
"2001-Q4","Florida","6,179"
"2002-Q1","Florida","6,635"
"2002-Q2","Florida","6,605"
"2002-Q3","Florida","6,031"
"2002-Q4","Florida","6,720"
"2003-Q1","Florida","6,744"
"2003-Q2","Florida","7,411"
"2003-Q3","Florida","7,255"
"2003-Q4","Florida","7,267"
"2004-Q1","Florida","7,888"
"2004-Q2","Florida","8,059"
"2004-Q3","Florida","7,983"
"2004-Q4","Florida","8,065"
"2005-Q1","Florida","9,399"
"2005-Q2","Florida","10,249"
"2005-Q3","Florida","9,425"
"2005-Q4","Florida","9,438"
"2006-Q1","Florida","10,244"
"2006-Q2","Florida","10,796"
"2006-Q3","Florida","9,348"
"2006-Q4","Florida","9,478"
"2007-Q1","Florida","9,802"
"2007-Q2","Florida","10,197"
"2007-Q3","Florida","8,158"
"2007-Q4","Florida","8,829"
"2008-Q1","Florida","8,915"
"2008-Q2","Florida","9,354"
"2008-Q3","Florida","8,022"
"2008-Q4","Florida","7,829"
"2009-Q1","Florida","7,894"
"2009-Q2","Florida","8,228"
"2009-Q3","Florida","7,533"
"2009-Q4","Florida","7,542"
"2010-Q1","Florida","7,886"
"2010-Q2","Florida","8,568"
"2010-Q3","Florida","7,584"
"2010-Q4","Florida","7,862"
"2011-Q1","Florida","8,254"
"2011-Q2","Florida","8,940"
"2011-Q3","Florida","7,730"
"2011-Q4","Florida","7,991"
"2012-Q1","Florida","8,672"
"2012-Q2","Florida","9,353"
"2012-Q3","Florida","8,289"
"2012-Q4","Florida","8,544"
"2013-Q1","Florida","9,223"
"2013-Q2","Florida","9,994"
"2013-Q3","Florida","8,914"
"2013-Q4","Florida","9,177"
"2014-Q1","Florida","9,120"
"2014-Q2","Florida","10,171"
"2014-Q3","Florida","8,999"
"2014-Q4","Florida","9,345"
"2015-Q1","Florida","9,594"
"2015-Q2","Florida","10,432"
"2015-Q3","Florida","9,064"
"2015-Q4","Florida","9,331"
"2016-Q1","Florida","10,018"
"2016-Q2","Florida","10,646"
"2016-Q3","Florida","9,895"
"2016-Q4","Florida","9,846"
"2017-Q1","Florida","10,450"
"2017-Q2","Florida","10,932"
"2017-Q3","Florida","10,727"
"2017-Q4","Florida","11,147"
"2018-Q1","Florida","10,978"
"2018-Q2","Florida","11,754"
"2018-Q3","Florida","10,764"
"2018-Q4","Florida","10,924"
"2019-Q1","Florida","11,257"
"2019-Q2","Florida","12,843"
"2019-Q3","Florida","11,196"
"2019-Q4","Florida","11,247"
"1999-Q1","Georgia","3,213"
"1999-Q2","Georgia","3,250"
"1999-Q3","Georgia","3,264"
"1999-Q4","Georgia","3,257"
"2000-Q1","Georgia","3,296"
"2000-Q2","Georgia","3,670"
"2000-Q3","Georgia","3,488"
"2000-Q4","Georgia","3,504"
"2001-Q1","Georgia","3,495"
"2001-Q2","Georgia","3,882"
"2001-Q3","Georgia","3,280"
"2001-Q4","Georgia","3,358"
"2002-Q1","Georgia","3,335"
"2002-Q2","Georgia","3,801"
"2002-Q3","Georgia","3,082"
"2002-Q4","Georgia","3,328"
"2003-Q1","Georgia","3,322"
"2003-Q2","Georgia","3,678"
"2003-Q3","Georgia","3,215"
"2003-Q4","Georgia","3,467"
"2004-Q1","Georgia","3,489"
"2004-Q2","Georgia","4,167"
"2004-Q3","Georgia","3,680"
"2004-Q4","Georgia","3,920"
"2005-Q1","Georgia","3,691"
"2005-Q2","Georgia","4,471"
"2005-Q3","Georgia","3,992"
"2005-Q4","Georgia","4,193"
"2006-Q1","Georgia","4,068"
"2006-Q2","Georgia","4,815"
"2006-Q3","Georgia","4,627"
"2006-Q4","Georgia","4,410"
"2007-Q1","Georgia","4,298"
"2007-Q2","Georgia","5,358"
"2007-Q3","Georgia","4,418"
"2007-Q4","Georgia","4,556"
"2008-Q1","Georgia","4,180"
"2008-Q2","Georgia","5,041"
"2008-Q3","Georgia","4,228"
"2008-Q4","Georgia","4,340"
"2009-Q1","Georgia","3,302"
"2009-Q2","Georgia","4,148"
"2009-Q3","Georgia","3,638"
