"","state","year","revenue"
"748","Oklahoma",2011,8.265e+09
"749","Oklahoma",2012,8.596e+09
"750","Oklahoma",2013,8.798e+09
"751","Oklahoma",2014,9.263e+09
"752","Oklahoma",2015,8.866e+09
"753","Oklahoma",2016,8.066e+09
"754","Oklahoma",2017,8.635e+09
"755","Oklahoma",2018,1.0028e+10
"756","Oklahoma",2019,1.0815e+10
"757","Oregon",1999,5.278e+09
"758","Oregon",2000,6.151e+09
"759","Oregon",2001,5.736e+09
"760","Oregon",2002,5.588e+09
"761","Oregon",2003,5.913e+09
"762","Oregon",2004,6.12e+09
"763","Oregon",2005,7.324e+09
"764","Oregon",2006,7.73e+09
"765","Oregon",2007,6.84e+09
"766","Oregon",2008,8.493e+09
"767","Oregon",2009,6.952e+09
"768","Oregon",2010,7.328e+09
"769","Oregon",2011,8.456e+09
"770","Oregon",2012,8.866e+09
"771","Oregon",2013,9.276e+09
"772","Oregon",2014,9.946e+09
"773","Oregon",2015,1.1289e+10
"774","Oregon",2016,1.0609e+10
"775","Oregon",2017,1.1585e+10
"776","Oregon",2018,1.2381e+10
"777","Oregon",2019,1.3269e+10
"778","Pennsylvania",1999,2.1815e+10
"779","Pennsylvania",2000,2.2472e+10
"780","Pennsylvania",2001,2.2652e+10
"781","Pennsylvania",2002,2.267e+10
"782","Pennsylvania",2003,2.3668e+10
"783","Pennsylvania",2004,2.6122e+10
"784","Pennsylvania",2005,2.7947e+10
"785","Pennsylvania",2006,2.961e+10
"786","Pennsylvania",2007,3.1696e+10
"787","Pennsylvania",2008,3.1717e+10
"788","Pennsylvania",2009,2.9397e+10
"789","Pennsylvania",2010,3.1313e+10
"790","Pennsylvania",2011,3.2657e+10
"791","Pennsylvania",2012,3.3498e+10
"792","Pennsylvania",2013,3.4131e+10
"793","Pennsylvania",2014,3.5161e+10
"794","Pennsylvania",2015,3.6408e+10
"795","Pennsylvania",2016,3.7501e+10
"796","Pennsylvania",2017,3.8922e+10
"797","Pennsylvania",2018,4.0219e+10
"798","Pennsylvania",2019,4.2376e+10
"799","Rhode Island",1999,1.903e+09
"800","Rhode Island",2000,2.14e+09
"801","Rhode Island",2001,2.2e+09
"802","Rhode Island",2002,2.218e+09
"803","Rhode Island",2003,2.308e+09
"804","Rhode Island",2004,2.513e+09
"805","Rhode Island",2005,2.657e+09
"806","Rhode Island",2006,2.708e+09
"807","Rhode Island",2007,2.813e+09
"808","Rhode Island",2008,2.729e+09
"809","Rhode Island",2009,2.573e+09
"810","Rhode Island",2010,2.636e+09
"811","Rhode Island",2011,2.784e+09
"812","Rhode Island",2012,2.914e+09
"813","Rhode Island",2013,2.951e+09
"814","Rhode Island",2014,3.049e+09
"815","Rhode Island",2015,3.259e+09
"816","Rhode Island",2016,3.288e+09
"817","Rhode Island",2017,3.444e+09
"818","Rhode Island",2018,3.585e+09
"819","Rhode Island",2019,3.795e+09
"820","South Carolina",1999,5.995e+09
"821","South Carolina",2000,6.432e+09
"822","South Carolina",2001,5.986e+09
"823","South Carolina",2002,5.41e+09
"824","South Carolina",2003,6.297e+09
"825","South Carolina",2004,6.891e+09
"826","South Carolina",2005,7.641e+09
"827","South Carolina",2006,8.376e+09
"828","South Carolina",2007,8.812e+09
"829","South Carolina",2008,7.747e+09
"830","South Carolina",2009,6.781e+09
"831","South Carolina",2010,6.958e+09
"832","South Carolina",2011,7.275e+09
"833","South Carolina",2012,8.292e+09
"834","South Carolina",2013,8.551e+09
"835","South Carolina",2014,9.161e+09
"836","South Carolina",2015,9.416e+09
"837","South Carolina",2016,9.945e+09
"838","South Carolina",2017,1.034e+10
"839","South Carolina",2018,1.1082e+10
"840","South Carolina",2019,1.1811e+10
"841","South Dakota",1999,7.64e+08
"842","South Dakota",2000,8.66e+08
"843","South Dakota",2001,9.32e+08
"844","South Dakota",2002,9.87e+08
"845","South Dakota",2003,1.024e+09
"846","South Dakota",2004,1.095e+09
"847","South Dakota",2005,1.148e+09
"848","South Dakota",2006,1.213e+09
"849","South Dakota",2007,1.313e+09
"850","South Dakota",2008,1.348e+09
"851","South Dakota",2009,1.288e+09
"852","South Dakota",2010,1.311e+09
"853","South Dakota",2011,1.447e+09
"854","South Dakota",2012,1.477e+09
"855","South Dakota",2013,1.572e+09
"856","South Dakota",2014,1.624e+09
"857","South Dakota",2015,1.705e+09
"858","South Dakota",2016,1.781e+09
"859","South Dakota",2017,1.85e+09
"860","South Dakota",2018,1.916e+09
"861","South Dakota",2019,1.988e+09
"862","Tennessee",1999,7.395e+09
"863","Tennessee",2000,7.972e+09
"864","Tennessee",2001,7.942e+09
"865","Tennessee",2002,8.257e+09
"866","Tennessee",2003,9.162e+09
"867","Tennessee",2004,9.641e+09
"868","Tennessee",2005,1.0444e+10
"869","Tennessee",2006,1.094e+10
"870","Tennessee",2007,1.1486e+10
"871","Tennessee",2008,1.1224e+10
"872","Tennessee",2009,1.0366e+10
"873","Tennessee",2010,1.0734e+10
"874","Tennessee",2011,1.1701e+10
"875","Tennessee",2012,1.2477e+10
"876","Tennessee",2013,1.2787e+10
"877","Tennessee",2014,1.2996e+10
"878","Tennessee",2015,1.4214e+10
"879","Tennessee",2016,1.4909e+10
"880","Tennessee",2017,1.5393e+10
"881","Tennessee",2018,1.597e+10
"882","Tennessee",2019,1.706e+10
"883","Texas",1999,2.5468e+10
"884","Texas",2000,2.8195e+10
"885","Texas",2001,2.8618e+10
"886","Texas",2002,2.8696e+10
"887","Texas",2003,2.9054e+10
"888","Texas",2004,3.1178e+10
"889","Texas",2005,3.3956e+10
"890","Texas",2006,3.7372e+10
"891","Texas",2007,4.1276e+10
"892","Texas",2008,4.4901e+10
"893","Texas",2009,3.9565e+10
"894","Texas",2010,4.0695e+10
"895","Texas",2011,4.477e+10
"896","Texas",2012,4.955e+10
"897","Texas",2013,5.2285e+10
"898","Texas",2014,5.5813e+10
"899","Texas",2015,5.4495e+10
"900","Texas",2016,5.2065e+10
"901","Texas",2017,5.5044e+10
"902","Texas",2018,6.1222e+10
"903","Texas",2019,6.4068e+10
"904","Utah",1999,4.067e+09
"905","Utah",2000,4.021e+09
"906","Utah",2001,4.118e+09
"907","Utah",2002,3.892e+09
"908","Utah",2003,4.091e+09
"909","Utah",2004,4.391e+09
"910","Utah",2005,4.948e+09
"911","Utah",2006,5.778e+09
"912","Utah",2007,6.205e+09
"913","Utah",2008,5.799e+09
"914","Utah",2009,5.154e+09
"915","Utah",2010,5.245e+09
"916","Utah",2011,5.563e+09
"917","Utah",2012,6.055e+09
"918","Utah",2013,6.333e+09
"919","Utah",2014,6.515e+09
"920","Utah",2015,6.962e+09
"921","Utah",2016,7.034e+09
"922","Utah",2017,8.004e+09
"923","Utah",2018,9.328e+09
"924","Utah",2019,9.855e+09
"925","Vermont",1999,1.217e+09
"926","Vermont",2000,1.478e+09
"927","Vermont",2001,1.493e+09
"928","Vermont",2002,1.502e+09
"929","Vermont",2003,1.578e+09
"930","Vermont",2004,1.599e+09
"931","Vermont",2005,2.088e+09
"932","Vermont",2006,2.342e+09
"933","Vermont",2007,2.479e+09
"934","Vermont",2008,2.366e+09
"935","Vermont",2009,2.401e+09
"936","Vermont",2010,2.547e+09
"937","Vermont",2011,2.697e+09
"938","Vermont",2012,2.782e+09
"939","Vermont",2013,2.909e+09
"940","Vermont",2014,2.984e+09
"941","Vermont",2015,3.073e+09
"942","Vermont",2016,3.092e+09
"943","Vermont",2017,3.182e+09
"944","Vermont",2018,3.358e+09
"945","Vermont",2019,3.5e+09
"946","Virginia",1999,1.2303e+10
"947","Virginia",2000,1.3093e+10
"948","Virginia",2001,1.3562e+10
"949","Virginia",2002,1.2485e+10
"950","Virginia",2003,1.3534e+10
"951","Virginia",2004,1.4961e+10
"952","Virginia",2005,1.6767e+10
"953","Virginia",2006,1.8274e+10
"954","Virginia",2007,1.8326e+10
"955","Virginia",2008,1.8227e+10
"956","Virginia",2009,1.6215e+10
"957","Virginia",2010,1.6318e+10
"958","Virginia",2011,1.754e+10
"959","Virginia",2012,1.8546e+10
"960","Virginia",2013,1.9144e+10
"961","Virginia",2014,1.9666e+10
"962","Virginia",2015,2.069e+10
"963","Virginia",2016,2.1432e+10
"964","Virginia",2017,2.2451e+10
"965","Virginia",2018,2.2941e+10
"966","Virginia",2019,2.8469e+10
"967","Washington",1999,1.2563e+10
"968","Washington",2000,1.2524e+10
"969","Washington",2001,1.2673e+10
"970","Washington",2002,1.29e+10
"971","Washington",2003,1.3461e+10
"972","Washington",2004,1.4359e+10
"973","Washington",2005,1.5447e+10
"974","Washington",2006,1.7274e+10
"975","Washington",2007,1.7938e+10
"976","Washington",2008,1.7489e+10
"977","Washington",2009,1.57e+10
"978","Washington",2010,1.6564e+10
"979","Washington",2011,1.7568e+10
"980","Washington",2012,1.8132e+10
"981","Washington",2013,1.9196e+10
"982","Washington",2014,1.9872e+10
"983","Washington",2015,2.1497e+10
"984","Washington",2016,2.3369e+10
"985","Washington",2017,2.4201e+10
"986","Washington",2018,2.5827e+10
"987","Washington",2019,3.0811e+10
"988","West Virginia",1999,3.135e+09
"989","West Virginia",2000,3.297e+09
"990","West Virginia",2001,3.488e+09
"991","West Virginia",2002,3.593e+09
"992","West Virginia",2003,3.652e+09
"993","West Virginia",2004,3.814e+09
"994","West Virginia",2005,4.298e+09
"995","West Virginia",2006,4.673e+09
"996","West Virginia",2007,4.763e+09
"997","West Virginia",2008,4.952e+09
"998","West Virginia",2009,4.708e+09
"999","West Virginia",2010,4.868e+09
"1000","West Virginia",2011,5.238e+09
"1001","West Virginia",2012,5.431e+09
"1002","West Virginia",2013,5.366e+09
"1003","West Virginia",2014,5.471e+09
"1004","West Virginia",2015,5.405e+09
"1005","West Virginia",2016,5.053e+09
"1006","West Virginia",2017,5.31e+09
"1007","West Virginia",2018,5.744e+09
"1008","West Virginia",2019,5.977e+09
"1009","Wisconsin",1999,1.0961e+10
"1010","Wisconsin",2000,1.1579e+10
"1011","Wisconsin",2001,1.15e+10
"1012","Wisconsin",2002,1.1704e+10
"1013","Wisconsin",2003,1.1824e+10
"1014","Wisconsin",2004,1.2819e+10
"1015","Wisconsin",2005,1.357e+10
"1016","Wisconsin",2006,1.4114e+10
"1017","Wisconsin",2007,1.4532e+10
"1018","Wisconsin",2008,1.5005e+10
"1019","Wisconsin",2009,1.4415e+10
"1020","Wisconsin",2010,1.4786e+10
"1021","Wisconsin",2011,1.5551e+10
"1022","Wisconsin",2012,1.6169e+10
"1023","Wisconsin",2013,1.6834e+10
"1024","Wisconsin",2014,1.6213e+10
"1025","Wisconsin",2015,1.7278e+10
"1026","Wisconsin",2016,1.7794e+10
"1027","Wisconsin",2017,1.832e+10
"1028","Wisconsin",2018,1.8995e+10
"1029","Wisconsin",2019,2.0592e+10
"1030","Wyoming",1999,7.7e+08
"1031","Wyoming",2000,1.094e+09
"1032","Wyoming",2001,1.197e+09
"1033","Wyoming",2002,1.11e+09
"1034","Wyoming",2003,1.316e+09
"1035","Wyoming",2004,1.562e+09
"1036","Wyoming",2005,1.752e+09
"1037","Wyoming",2006,2.164e+09
"1038","Wyoming",2007,2.117e+09
"1039","Wyoming",2008,2.721e+09
"1040","Wyoming",2009,2.218e+09
"1041","Wyoming",2010,2.237e+09
"1042","Wyoming",2011,2.328e+09
"1043","Wyoming",2012,2.209e+09
"1044","Wyoming",2013,2.176e+09
"1045","Wyoming",2014,2.42e+09
"1046","Wyoming",2015,2.167e+09
"1047","Wyoming",2016,1.825e+09
"1048","Wyoming",2017,1.832e+09
"1049","Wyoming",2018,1.909e+09
"1050","Wyoming",2019,2.165e+09
