"","state","year","spending"
"790","Pennsylvania",2011,1224151448
"791","Pennsylvania",2012,1251530603.66667
"792","Pennsylvania",2013,1280871168
"793","Pennsylvania",2014,1336203284
"794","Pennsylvania",2015,1414738231
"795","Pennsylvania",2016,1506626080.66667
"796","Pennsylvania",2017,1587858797
"797","Pennsylvania",2018,1677651650.33333
"798","Pennsylvania",2019,1764518213
"799","Rhode Island",1999,93915029
"800","Rhode Island",2000,105131372.333333
"801","Rhode Island",2001,120048852
"802","Rhode Island",2002,129254272.666667
"803","Rhode Island",2003,138291254.666667
"804","Rhode Island",2004,170594326.666667
"805","Rhode Island",2005,215328121.666667
"806","Rhode Island",2006,234509758.333333
"807","Rhode Island",2007,247204722
"808","Rhode Island",2008,261938038.333333
"809","Rhode Island",2009,254397795.666667
"810","Rhode Island",2010,233155290
"811","Rhode Island",2011,224466116.333333
"812","Rhode Island",2012,222160461
"813","Rhode Island",2013,223711128
"814","Rhode Island",2014,228680568
"815","Rhode Island",2015,233473217.666667
"816","Rhode Island",2016,244139481
"817","Rhode Island",2017,254501657.666667
"818","Rhode Island",2018,263840609.333333
"819","Rhode Island",2019,275557113
"820","South Carolina",1999,266564200
"821","South Carolina",2000,286359536.666667
"822","South Carolina",2001,308187737
"823","South Carolina",2002,324946363.666667
"824","South Carolina",2003,336533226
"825","South Carolina",2004,357474061
"826","South Carolina",2005,382907691.666667
"827","South Carolina",2006,414615248.333333
"828","South Carolina",2007,455412799
"829","South Carolina",2008,481809158
"830","South Carolina",2009,482971107.333333
"831","South Carolina",2010,476554235.666667
"832","South Carolina",2011,486260586.333333
"833","South Carolina",2012,510835371.333333
"834","South Carolina",2013,529596115.333333
"835","South Carolina",2014,556803021.333333
"836","South Carolina",2015,584074341.333333
"837","South Carolina",2016,610444490
"838","South Carolina",2017,647933458
"839","South Carolina",2018,678865030
"840","South Carolina",2019,687841467
"841","South Dakota",1999,39427452
"842","South Dakota",2000,40962681.3333333
"843","South Dakota",2001,43506067.3333333
"844","South Dakota",2002,46285616.3333333
"845","South Dakota",2003,48056693.3333333
"846","South Dakota",2004,50002081.3333333
"847","South Dakota",2005,51744142.6666667
"848","South Dakota",2006,53264010
"849","South Dakota",2007,55887934
"850","South Dakota",2008,59848829.6666667
"851","South Dakota",2009,61432738
"852","South Dakota",2010,62168731.6666667
"853","South Dakota",2011,60988980.3333333
"854","South Dakota",2012,61123589
"855","South Dakota",2013,62759271.3333333
"856","South Dakota",2014,65243604.6666667
"857","South Dakota",2015,68519195.6666667
"858","South Dakota",2016,74430447.6666667
"859","South Dakota",2017,77939112.6666667
"860","South Dakota",2018,79899701
"861","South Dakota",2019,82550214.3333333
"862","Tennessee",1999,166623705
"863","Tennessee",2000,172510639
"864","Tennessee",2001,185063478.666667
"865","Tennessee",2002,196816475.666667
"866","Tennessee",2003,212492693
"867","Tennessee",2004,216320054.666667
"868","Tennessee",2005,223083046
"869","Tennessee",2006,237544125
"870","Tennessee",2007,280061916.666667
"871","Tennessee",2008,313812296.333333
"872","Tennessee",2009,321597803.333333
"873","Tennessee",2010,335478608
"874","Tennessee",2011,353891284.333333
"875","Tennessee",2012,359896877.666667
"876","Tennessee",2013,359957869
"877","Tennessee",2014,372025344.333333
"878","Tennessee",2015,388780326.333333
"879","Tennessee",2016,408889837.333333
"880","Tennessee",2017,472052040
"881","Tennessee",2018,509721052
"882","Tennessee",2019,537392882
"883","Texas",1999,1208267542
"884","Texas",2000,1260328010.66667
"885","Texas",2001,1344155896.33333
"886","Texas",2002,1442734478
"887","Texas",2003,1496766018
"888","Texas",2004,1540934313
"889","Texas",2005,1614773851.66667
"890","Texas",2006,1720485880.33333
"891","Texas",2007,1848764641.33333
"892","Texas",2008,1945288490
"893","Texas",2009,2029057809.33333
"894","Texas",2010,2073628947
"895","Texas",2011,2024736428
"896","Texas",2012,2034757298.66667
"897","Texas",2013,2131080344.66667
"898","Texas",2014,2264382139
"899","Texas",2015,2389408603.66667
"900","Texas",2016,2486124260.66667
"901","Texas",2017,2608352850
"902","Texas",2018,2737907692.66667
"903","Texas",2019,2962171070
"904","Utah",1999,75109551
"905","Utah",2000,79231067
"906","Utah",2001,85718228.3333333
"907","Utah",2002,88002520
"908","Utah",2003,91166693.6666667
"909","Utah",2004,95471357.3333333
"910","Utah",2005,100825791.333333
"911","Utah",2006,108531845
"912","Utah",2007,121724895.666667
"913","Utah",2008,134741750
"914","Utah",2009,139617155.666667
"915","Utah",2010,142440722.666667
"916","Utah",2011,145979588
"917","Utah",2012,148156586.666667
"918","Utah",2013,151942200.666667
"919","Utah",2014,162201906.666667
"920","Utah",2015,167160397.666667
"921","Utah",2016,179410439.666667
"922","Utah",2017,215797723.666667
"923","Utah",2018,249501045.666667
"924","Utah",2019,286190412.333333
"925","Vermont",1999,56559826
"926","Vermont",2000,61421310
"927","Vermont",2001,68356090.6666667
"928","Vermont",2002,73002577.3333333
"929","Vermont",2003,78527144.3333333
"930","Vermont",2004,83638621.6666667
"931","Vermont",2005,89440004.3333333
"932","Vermont",2006,94371927.6666667
"933","Vermont",2007,98202391.3333333
"934","Vermont",2008,102355525.666667
"935","Vermont",2009,109721264
"936","Vermont",2010,111981744.666667
"937","Vermont",2011,113806364
"938","Vermont",2012,116678559
"939","Vermont",2013,119789480
"940","Vermont",2014,121471332
"941","Vermont",2015,126329030
"942","Vermont",2016,131682051.333333
"943","Vermont",2017,139260623
"944","Vermont",2018,144931245.333333
"945","Vermont",2019,152378261
"946","Virginia",1999,367659128
"947","Virginia",2000,384500412.666667
"948","Virginia",2001,405126158.333333
"949","Virginia",2002,431859830
"950","Virginia",2003,463507507.333333
"951","Virginia",2004,497068812
"952","Virginia",2005,535154015.666667
"953","Virginia",2006,581308956
"954","Virginia",2007,617480785
"955","Virginia",2008,646079948
"956","Virginia",2009,646764981.666667
"957","Virginia",2010,632247913.666667
"958","Virginia",2011,644057553
"959","Virginia",2012,675924089.333333
"960","Virginia",2013,693464329.666667
"961","Virginia",2014,716980300.333333
"962","Virginia",2015,740004588
"963","Virginia",2016,765322281.666667
"964","Virginia",2017,799573216
"965","Virginia",2018,830718068.666667
"966","Virginia",2019,879445306
"967","Washington",1999,443817707
"968","Washington",2000,464329830.333333
"969","Washington",2001,486532522
"970","Washington",2002,506618743.666667
"971","Washington",2003,483428474.333333
"972","Washington",2004,486055169.666667
"973","Washington",2005,514833138.666667
"974","Washington",2006,554315793
"975","Washington",2007,597805845
"976","Washington",2008,644156196.333333
"977","Washington",2009,659086490.333333
"978","Washington",2010,667370641.666667
"979","Washington",2011,803983826.333333
"980","Washington",2012,745922734.666667
"981","Washington",2013,719296453
"982","Washington",2014,765483455.666667
"983","Washington",2015,835210112
"984","Washington",2016,932938928
"985","Washington",2017,1024368969
"986","Washington",2018,1166194198.66667
"987","Washington",2019,1277993316.66667
"988","West Virginia",1999,68461473
"989","West Virginia",2000,71140789.6666667
"990","West Virginia",2001,75036147.3333333
"991","West Virginia",2002,79548368.3333333
"992","West Virginia",2003,81423994.6666667
"993","West Virginia",2004,86428543.6666667
"994","West Virginia",2005,92675718.6666667
"995","West Virginia",2006,96914256
"996","West Virginia",2007,101850265
"997","West Virginia",2008,108363102.666667
"998","West Virginia",2009,134638688
"999","West Virginia",2010,150873419
"1000","West Virginia",2011,154974164.333333
"1001","West Virginia",2012,156574933
"1002","West Virginia",2013,156319844
"1003","West Virginia",2014,158155219
"1004","West Virginia",2015,160259654.666667
"1005","West Virginia",2016,164874983.333333
"1006","West Virginia",2017,165904924.666667
"1007","West Virginia",2018,171346294.333333
"1008","West Virginia",2019,180934918.666667
"1009","Wisconsin",1999,322627041
"1010","Wisconsin",2000,335125895.666667
"1011","Wisconsin",2001,350193688.333333
"1012","Wisconsin",2002,359059389.666667
"1013","Wisconsin",2003,371060450.333333
"1014","Wisconsin",2004,382958395.666667
"1015","Wisconsin",2005,395327150
"1016","Wisconsin",2006,410557190.333333
"1017","Wisconsin",2007,424541089.666667
"1018","Wisconsin",2008,442218418
"1019","Wisconsin",2009,462137011.333333
"1020","Wisconsin",2010,483478944
"1021","Wisconsin",2011,471879138.333333
"1022","Wisconsin",2012,466755848.333333
"1023","Wisconsin",2013,475291928.666667
"1024","Wisconsin",2014,489086458
"1025","Wisconsin",2015,499870209
"1026","Wisconsin",2016,512115719
"1027","Wisconsin",2017,533507353.666667
"1028","Wisconsin",2018,555894196.666667
"1029","Wisconsin",2019,575124418.666667
"1030","Wyoming",1999,40234792
"1031","Wyoming",2000,40753167.3333333
"1032","Wyoming",2001,44070591.6666667
"1033","Wyoming",2002,46078688.6666667
"1034","Wyoming",2003,47592596.6666667
"1035","Wyoming",2004,50034119.3333333
"1036","Wyoming",2005,54818838.6666667
"1037","Wyoming",2006,62846592
"1038","Wyoming",2007,68165492
"1039","Wyoming",2008,71805613.3333333
"1040","Wyoming",2009,75707674.6666667
"1041","Wyoming",2010,79798487
"1042","Wyoming",2011,82860689.3333333
"1043","Wyoming",2012,84252004
"1044","Wyoming",2013,85869639.3333333
"1045","Wyoming",2014,87694625.6666667
"1046","Wyoming",2015,91404832.6666667
"1047","Wyoming",2016,93441003.3333333
"1048","Wyoming",2017,93720110
"1049","Wyoming",2018,94240089.3333333
"1050","Wyoming",2019,97893764
